NAME,GEO_ID,B03002_012E,B03002_013E,B03002_014E,B03002_015E,B03002_016E,B03002_017E,B03002_018E,B03002_019E,B03002_020E,B03002_021E,state,county,tract,block group
"Block Group 1, Census Tract 9301, Lunenburg County, Virginia",511119301001,0,0,0,0,0,0,0,0,0,0,51,111,930100,1
"Block Group 4, Census Tract 9301, Lunenburg County, Virginia",511119301004,2,1,0,0,0,0,1,0,0,0,51,111,930100,4
"Block Group 3, Census Tract 9302, Lunenburg County, Virginia",511119302003,25,0,0,0,0,0,25,0,0,0,51,111,930200,3
"Block Group 2, Census Tract 9303, Lunenburg County, Virginia",511119303002,287,0,0,0,0,0,287,0,0,0,51,111,930300,2
"Block Group 1, Census Tract 9514.02, Mathews County, Virginia",511159514021,92,92,0,0,0,0,0,0,0,0,51,115,951402,1
"Block Group 2, Census Tract 9301.01, Mecklenburg County, Virginia",511179301012,180,141,0,0,0,0,39,0,0,0,51,117,930101,2
"Block Group 1, Census Tract 9301.04, Mecklenburg County, Virginia",511179301041,0,0,0,0,0,0,0,0,0,0,51,117,930104,1
"Block Group 2, Census Tract 9302.01, Mecklenburg County, Virginia",511179302012,33,0,0,0,0,0,0,33,33,0,51,117,930201,2
"Block Group 2, Census Tract 9302.02, Mecklenburg County, Virginia",511179302022,1,1,0,0,0,0,0,0,0,0,51,117,930202,2
"Block Group 3, Census Tract 9303, Mecklenburg County, Virginia",511179303003,79,79,0,0,0,0,0,0,0,0,51,117,930300,3
"Block Group 1, Census Tract 9304.02, Mecklenburg County, Virginia",511179304021,0,0,0,0,0,0,0,0,0,0,51,117,930402,1
"Block Group 1, Census Tract 66.02, Norfolk city, Virginia",517100066021,24,24,0,0,0,0,0,0,0,0,51,710,6602,1
"Block Group 2, Census Tract 66.03, Norfolk city, Virginia",517100066032,129,32,7,0,17,0,9,64,16,48,51,710,6603,2
"Block Group 1, Census Tract 66.05, Norfolk city, Virginia",517100066051,99,55,44,0,0,0,0,0,0,0,51,710,6605,1
"Block Group 2, Census Tract 66.06, Norfolk city, Virginia",517100066062,88,88,0,0,0,0,0,0,0,0,51,710,6606,2
"Block Group 1, Census Tract 66.07, Norfolk city, Virginia",517100066071,121,57,0,0,62,0,0,2,2,0,51,710,6607,1
"Block Group 3, Census Tract 66.07, Norfolk city, Virginia",517100066073,125,0,0,0,0,0,90,35,35,0,51,710,6607,3
"Block Group 3, Census Tract 9601, Norton city, Virginia",517209601003,0,0,0,0,0,0,0,0,0,0,51,720,960100,3
"Block Group 2, Census Tract 8101, Petersburg city, Virginia",517308101002,103,0,0,0,0,0,83,20,20,0,51,730,810100,2
"Block Group 2, Census Tract 8103, Petersburg city, Virginia",517308103002,27,0,0,0,0,0,27,0,0,0,51,730,810300,2
"Block Group 2, Census Tract 8104, Petersburg city, Virginia",517308104002,0,0,0,0,0,0,0,0,0,0,51,730,810400,2
"Block Group 3, Census Tract 8105, Petersburg city, Virginia",517308105003,271,0,0,0,0,0,271,0,0,0,51,730,810500,3
"Block Group 2, Census Tract 8106, Petersburg city, Virginia",517308106002,0,0,0,0,0,0,0,0,0,0,51,730,810600,2
"Block Group 1, Census Tract 8109, Petersburg city, Virginia",517308109001,0,0,0,0,0,0,0,0,0,0,51,730,810900,1
"Block Group 1, Census Tract 8110, Petersburg city, Virginia",517308110001,134,73,0,0,0,0,0,61,61,0,51,730,811000,1
"Block Group 1, Census Tract 8111, Petersburg city, Virginia",517308111001,0,0,0,0,0,0,0,0,0,0,51,730,811100,1
"Block Group 1, Census Tract 8112, Petersburg city, Virginia",517308112001,65,17,36,0,0,0,6,6,0,6,51,730,811200,1
"Block Group 1, Census Tract 8113, Petersburg city, Virginia",517308113001,0,0,0,0,0,0,0,0,0,0,51,730,811300,1
"Block Group 4, Census Tract 8113, Petersburg city, Virginia",517308113004,10,10,0,0,0,0,0,0,0,0,51,730,811300,4
"Block Group 1, Census Tract 3402, Poquoson city, Virginia",517353402001,0,0,0,0,0,0,0,0,0,0,51,735,340200,1
"Block Group 3, Census Tract 3402, Poquoson city, Virginia",517353402003,122,100,0,0,0,0,22,0,0,0,51,735,340200,3
"Block Group 1, Census Tract 3403, Poquoson city, Virginia",517353403001,69,69,0,0,0,0,0,0,0,0,51,735,340300,1
"Block Group 0, Census Tract 9901, Poquoson city, Virginia",517359901000,0,0,0,0,0,0,0,0,0,0,51,735,990100,0
"Block Group 1, Census Tract 2115, Portsmouth city, Virginia",517402115001,76,71,5,0,0,0,0,0,0,0,51,740,211500,1
"Block Group 2, Census Tract 2116, Portsmouth city, Virginia",517402116002,17,17,0,0,0,0,0,0,0,0,51,740,211600,2
"Block Group 5, Census Tract 2116, Portsmouth city, Virginia",517402116005,92,92,0,0,0,0,0,0,0,0,51,740,211600,5
"Block Group 3, Census Tract 2117, Portsmouth city, Virginia",517402117003,0,0,0,0,0,0,0,0,0,0,51,740,211700,3
"Block Group 3, Census Tract 2118, Portsmouth city, Virginia",517402118003,28,0,28,0,0,0,0,0,0,0,51,740,211800,3
"Block Group 2, Census Tract 2119, Portsmouth city, Virginia",517402119002,71,11,0,0,0,0,60,0,0,0,51,740,211900,2
"Block Group 1, Census Tract 2121, Portsmouth city, Virginia",517402121001,0,0,0,0,0,0,0,0,0,0,51,740,212100,1
"Block Group 2, Census Tract 2123, Portsmouth city, Virginia",517402123002,54,8,42,0,0,0,0,4,0,4,51,740,212300,2
"Block Group 4, Census Tract 2123, Portsmouth city, Virginia",517402123004,0,0,0,0,0,0,0,0,0,0,51,740,212300,4
"Block Group 3, Census Tract 2124, Portsmouth city, Virginia",517402124003,0,0,0,0,0,0,0,0,0,0,51,740,212400,3
"Block Group 2, Census Tract 2126, Portsmouth city, Virginia",517402126002,231,139,92,0,0,0,0,0,0,0,51,740,212600,2
"Block Group 2, Census Tract 2127.01, Portsmouth city, Virginia",517402127012,0,0,0,0,0,0,0,0,0,0,51,740,212701,2
"Block Group 1, Census Tract 2127.02, Portsmouth city, Virginia",517402127021,0,0,0,0,0,0,0,0,0,0,51,740,212702,1
"Block Group 2, Census Tract 2128.01, Portsmouth city, Virginia",517402128012,0,0,0,0,0,0,0,0,0,0,51,740,212801,2
"Block Group 2, Census Tract 2128.02, Portsmouth city, Virginia",517402128022,0,0,0,0,0,0,0,0,0,0,51,740,212802,2
"Block Group 3, Census Tract 2129, Portsmouth city, Virginia",517402129003,0,0,0,0,0,0,0,0,0,0,51,740,212900,3
"Block Group 4, Census Tract 2131.03, Portsmouth city, Virginia",517402131034,186,0,0,0,0,0,186,0,0,0,51,740,213103,4
"Block Group 2, Census Tract 2131.04, Portsmouth city, Virginia",517402131042,0,0,0,0,0,0,0,0,0,0,51,740,213104,2
"Block Group 1, Census Tract 9801, Portsmouth city, Virginia",517409801001,124,47,0,0,0,17,15,45,12,33,51,740,980100,1
"Block Group 2, Census Tract 1005, Arlington County, Virginia",510131005002,0,0,0,0,0,0,0,0,0,0,51,13,100500,2
"Block Group 1, Census Tract 1006, Arlington County, Virginia",510131006001,234,159,0,0,0,32,36,7,7,0,51,13,100600,1
"Block Group 1, Census Tract 1007, Arlington County, Virginia",510131007001,221,132,0,0,0,0,89,0,0,0,51,13,100700,1
"Block Group 4, Census Tract 1007, Arlington County, Virginia",510131007004,28,22,0,0,0,0,6,0,0,0,51,13,100700,4
"Block Group 1, Census Tract 1008, Arlington County, Virginia",510131008001,75,32,22,0,0,0,0,21,0,21,51,13,100800,1
"Block Group 2, Census Tract 1009, Arlington County, Virginia",510131009002,63,12,0,0,0,0,12,39,28,11,51,13,100900,2
"Block Group 1, Census Tract 1013, Arlington County, Virginia",510131013001,170,69,40,0,0,0,0,61,61,0,51,13,101300,1
"Block Group 4, Census Tract 1013, Arlington County, Virginia",510131013004,118,118,0,0,0,0,0,0,0,0,51,13,101300,4
"Block Group 1, Census Tract 1014.01, Arlington County, Virginia",510131014011,96,26,0,0,0,0,34,36,36,0,51,13,101401,1
"Block Group 1, Census Tract 1014.05, Arlington County, Virginia",510131014051,186,186,0,0,0,0,0,0,0,0,51,13,101405,1
"Block Group 2, Census Tract 1014.06, Arlington County, Virginia",510131014062,64,64,0,0,0,0,0,0,0,0,51,13,101406,2
"Block Group 2, Census Tract 1014.07, Arlington County, Virginia",510131014072,89,0,15,0,0,0,31,43,43,0,51,13,101407,2
"Block Group 2, Census Tract 1014.08, Arlington County, Virginia",510131014082,0,0,0,0,0,0,0,0,0,0,51,13,101408,2
"Block Group 1, Census Tract 1015.01, Arlington County, Virginia",510131015011,289,272,0,0,0,0,0,17,0,17,51,13,101501,1
"Block Group 1, Census Tract 1015.02, Arlington County, Virginia",510131015021,0,0,0,0,0,0,0,0,0,0,51,13,101502,1
"Block Group 1, Census Tract 1015.03, Arlington County, Virginia",510131015031,85,41,0,0,0,0,0,44,44,0,51,13,101503,1
"Block Group 1, Census Tract 1016.01, Arlington County, Virginia",510131016011,0,0,0,0,0,0,0,0,0,0,51,13,101601,1
"Block Group 2, Census Tract 1016.02, Arlington County, Virginia",510131016022,44,20,0,0,0,0,24,0,0,0,51,13,101602,2
"Block Group 3, Census Tract 1016.03, Arlington County, Virginia",510131016033,110,52,0,0,0,0,20,38,38,0,51,13,101603,3
"Block Group 1, Census Tract 1017.01, Arlington County, Virginia",510131017011,310,2,20,0,0,52,190,46,17,29,51,13,101701,1
"Block Group 1, Census Tract 1017.03, Arlington County, Virginia",510131017031,75,67,0,0,0,0,0,8,0,8,51,13,101703,1
"Block Group 1, Census Tract 1018.05, Arlington County, Virginia",510131018051,70,21,0,0,0,0,49,0,0,0,51,13,101805,1
"Block Group 1, Census Tract 1019, Arlington County, Virginia",510131019001,124,22,0,0,0,0,102,0,0,0,51,13,101900,1
"Block Group 1, Census Tract 1020.01, Arlington County, Virginia",510131020011,657,51,0,0,0,0,585,21,15,6,51,13,102001,1
"Block Group 1, Census Tract 1020.03, Arlington County, Virginia",510131020031,613,414,0,0,0,0,199,0,0,0,51,13,102003,1
"Block Group 1, Census Tract 1021, Arlington County, Virginia",510131021001,133,67,0,3,1,0,62,0,0,0,51,13,102100,1
"Block Group 2, Census Tract 1022, Arlington County, Virginia",510131022002,1211,641,48,63,0,0,148,311,311,0,51,13,102200,2
"Block Group 5, Census Tract 1022, Arlington County, Virginia",510131022005,956,449,0,0,33,0,443,31,0,31,51,13,102200,5
"Block Group 2, Census Tract 1023.01, Arlington County, Virginia",510131023012,47,8,0,0,0,0,39,0,0,0,51,13,102301,2
"Block Group 3, Census Tract 1023.02, Arlington County, Virginia",510131023023,689,171,0,0,0,0,492,26,15,11,51,13,102302,3
"Block Group 3, Census Tract 1024, Arlington County, Virginia",510131024003,118,27,0,0,0,0,91,0,0,0,51,13,102400,3
"Block Group 2, Census Tract 1025, Arlington County, Virginia",510131025002,503,437,0,0,0,0,0,66,66,0,51,13,102500,2
"Block Group 2, Census Tract 1026, Arlington County, Virginia",510131026002,247,212,0,0,0,0,35,0,0,0,51,13,102600,2
"Block Group 1, Census Tract 1027.02, Arlington County, Virginia",510131027021,281,187,0,0,0,0,49,45,12,33,51,13,102702,1
"Block Group 1, Census Tract 1028.03, Arlington County, Virginia",510131028031,89,0,33,0,18,0,38,0,0,0,51,13,102803,1
"Block Group 1, Census Tract 1028.04, Arlington County, Virginia",510131028041,325,221,0,0,0,0,104,0,0,0,51,13,102804,1
"Block Group 1, Census Tract 1032, Arlington County, Virginia",510131032001,64,64,0,0,0,0,0,0,0,0,51,13,103200,1
"Block Group 4, Census Tract 1032, Arlington County, Virginia",510131032004,883,54,0,45,0,0,549,235,235,0,51,13,103200,4
"Block Group 1, Census Tract 1034.01, Arlington County, Virginia",510131034011,267,164,0,0,0,0,83,20,20,0,51,13,103401,1
"Block Group 1, Census Tract 1034.04, Arlington County, Virginia",510131034041,240,154,0,0,0,0,86,0,0,0,51,13,103404,1
"Block Group 2, Census Tract 9305, Mecklenburg County, Virginia",511179305002,0,0,0,0,0,0,0,0,0,0,51,117,930500,2
"Block Group 3, Census Tract 9306, Mecklenburg County, Virginia",511179306003,0,0,0,0,0,0,0,0,0,0,51,117,930600,3
"Block Group 1, Census Tract 9308, Mecklenburg County, Virginia",511179308001,54,34,0,0,0,0,0,20,13,7,51,117,930800,1
"Block Group 4, Census Tract 9308, Mecklenburg County, Virginia",511179308004,0,0,0,0,0,0,0,0,0,0,51,117,930800,4
"Block Group 1, Census Tract 9510, Middlesex County, Virginia",511199510001,5,5,0,0,0,0,0,0,0,0,51,119,951000,1
"Block Group 4, Census Tract 9510, Middlesex County, Virginia",511199510004,42,42,0,0,0,0,0,0,0,0,51,119,951000,4
"Block Group 3, Census Tract 9511, Middlesex County, Virginia",511199511003,14,14,0,0,0,0,0,0,0,0,51,119,951100,3
"Block Group 2, Census Tract 9512, Middlesex County, Virginia",511199512002,51,1,0,0,0,0,50,0,0,0,51,119,951200,2
"Block Group 1, Census Tract 204.01, Montgomery County, Virginia",511210204011,121,74,24,0,0,15,8,0,0,0,51,121,20401,1
"Block Group 2, Census Tract 204.02, Montgomery County, Virginia",511210204022,32,24,0,0,0,0,8,0,0,0,51,121,20402,2
"Block Group 2, Census Tract 205, Montgomery County, Virginia",511210205002,17,17,0,0,0,0,0,0,0,0,51,121,20500,2
"Block Group 1, Census Tract 206, Montgomery County, Virginia",511210206001,73,0,0,0,0,0,0,73,73,0,51,121,20600,1
"Block Group 4, Census Tract 206, Montgomery County, Virginia",511210206004,0,0,0,0,0,0,0,0,0,0,51,121,20600,4
"Block Group 1, Census Tract 207.02, Montgomery County, Virginia",511210207021,149,136,0,0,0,0,13,0,0,0,51,121,20702,1
"Block Group 1, Census Tract 208.01, Montgomery County, Virginia",511210208011,0,0,0,0,0,0,0,0,0,0,51,121,20801,1
"Block Group 1, Census Tract 208.02, Montgomery County, Virginia",511210208021,13,0,0,0,0,0,0,13,13,0,51,121,20802,1
"Block Group 2, Census Tract 209, Montgomery County, Virginia",511210209002,0,0,0,0,0,0,0,0,0,0,51,121,20900,2
"Block Group 2, Census Tract 210, Montgomery County, Virginia",511210210002,26,22,0,0,0,0,4,0,0,0,51,121,21000,2
"Block Group 1, Census Tract 211.01, Montgomery County, Virginia",511210211011,35,25,0,0,0,0,10,0,0,0,51,121,21101,1
"Block Group 2, Census Tract 211.02, Montgomery County, Virginia",511210211022,221,65,0,0,0,0,0,156,156,0,51,121,21102,2
"Block Group 2, Census Tract 212.01, Montgomery County, Virginia",511210212012,18,0,0,0,0,0,0,18,18,0,51,121,21201,2
"Block Group 1, Census Tract 213, Montgomery County, Virginia",511210213001,109,6,0,0,0,0,5,98,98,0,51,121,21300,1
"Block Group 1, Census Tract 214, Montgomery County, Virginia",511210214001,67,20,0,0,0,0,47,0,0,0,51,121,21400,1
"Block Group 1, Census Tract 9503, Nelson County, Virginia",511259503001,35,35,0,0,0,0,0,0,0,0,51,125,950300,1
"Block Group 4, Census Tract 9503, Nelson County, Virginia",511259503004,97,44,0,0,0,0,53,0,0,0,51,125,950300,4
"Block Group 2, Census Tract 7001, New Kent County, Virginia",511277001002,91,27,0,0,0,0,32,32,32,0,51,127,700100,2
"Block Group 2, Census Tract 7002, New Kent County, Virginia",511277002002,15,3,0,0,0,0,0,12,0,12,51,127,700200,2
"Block Group 1, Census Tract 7003.01, New Kent County, Virginia",511277003011,29,0,0,0,0,0,29,0,0,0,51,127,700301,1
"Block Group 1, Census Tract 7003.02, New Kent County, Virginia",511277003021,0,0,0,0,0,0,0,0,0,0,51,127,700302,1
"Block Group 2, Census Tract 9301, Northampton County, Virginia",511319301002,162,162,0,0,0,0,0,0,0,0,51,131,930100,2
"Block Group 1, Census Tract 9302, Northampton County, Virginia",511319302001,29,7,22,0,0,0,0,0,0,0,51,131,930200,1
"Block Group 4, Census Tract 9302, Northampton County, Virginia",511319302004,25,0,0,0,0,0,25,0,0,0,51,131,930200,4
"Block Group 3, Census Tract 9303.01, Northampton County, Virginia",511319303013,84,80,0,0,0,0,4,0,0,0,51,131,930301,3
"Block Group 0, Census Tract 9901, Northampton County, Virginia",511319901000,0,0,0,0,0,0,0,0,0,0,51,131,990100,0
"Block Group 3, Census Tract 201, Northumberland County, Virginia",511330201003,0,0,0,0,0,0,0,0,0,0,51,133,20100,3
"Block Group 2, Census Tract 202, Northumberland County, Virginia",511330202002,0,0,0,0,0,0,0,0,0,0,51,133,20200,2
"Block Group 2, Census Tract 203.01, Northumberland County, Virginia",511330203012,0,0,0,0,0,0,0,0,0,0,51,133,20301,2
"Block Group 2, Census Tract 203.02, Northumberland County, Virginia",511330203022,37,37,0,0,0,0,0,0,0,0,51,133,20302,2
"Block Group 7, Census Tract 3, Nottoway County, Virginia",511350003007,169,0,0,0,0,0,169,0,0,0,51,135,300,7
"Block Group 2, Census Tract 1101.04, Orange County, Virginia",511371101042,294,71,0,0,8,0,120,95,0,95,51,137,110104,2
"Block Group 3, Census Tract 101.01, Radford city, Virginia",517500101013,0,0,0,0,0,0,0,0,0,0,51,750,10101,3
"Block Group 3, Census Tract 101.02, Radford city, Virginia",517500101023,0,0,0,0,0,0,0,0,0,0,51,750,10102,3
"Block Group 2, Census Tract 102.01, Radford city, Virginia",517500102012,0,0,0,0,0,0,0,0,0,0,51,750,10201,2
"Block Group 3, Census Tract 102.02, Radford city, Virginia",517500102023,96,76,0,0,0,0,9,11,0,11,51,750,10202,3
"Block Group 1, Census Tract 102.02, Richmond city, Virginia",517600102021,35,0,35,0,0,0,0,0,0,0,51,760,10202,1
"Block Group 1, Census Tract 104.01, Richmond city, Virginia",517600104011,85,85,0,0,0,0,0,0,0,0,51,760,10401,1
"Block Group 2, Census Tract 104.02, Richmond city, Virginia",517600104022,45,27,0,0,0,0,18,0,0,0,51,760,10402,2
"Block Group 2, Census Tract 105, Richmond city, Virginia",517600105002,6,0,0,0,0,0,6,0,0,0,51,760,10500,2
"Block Group 2, Census Tract 107, Richmond city, Virginia",517600107002,28,0,0,0,0,0,28,0,0,0,51,760,10700,2
"Block Group 2, Census Tract 108, Richmond city, Virginia",517600108002,7,0,0,7,0,0,0,0,0,0,51,760,10800,2
"Block Group 2, Census Tract 109, Richmond city, Virginia",517600109002,6,6,0,0,0,0,0,0,0,0,51,760,10900,2
"Block Group 4, Census Tract 109, Richmond city, Virginia",517600109004,0,0,0,0,0,0,0,0,0,0,51,760,10900,4
"Block Group 3, Census Tract 110, Richmond city, Virginia",517600110003,33,2,0,0,0,0,15,16,0,16,51,760,11000,3
"Block Group 2, Census Tract 205.01, Richmond city, Virginia",517600205012,17,0,0,0,0,0,17,0,0,0,51,760,20501,2
"Block Group 3, Census Tract 205.02, Richmond city, Virginia",517600205023,29,29,0,0,0,0,0,0,0,0,51,760,20502,3
"Block Group 1, Census Tract 207, Richmond city, Virginia",517600207001,9,8,0,0,0,0,0,1,0,1,51,760,20700,1
"Block Group 2, Census Tract 208, Richmond city, Virginia",517600208002,9,0,0,0,0,0,9,0,0,0,51,760,20800,2
"Block Group 3, Census Tract 209, Richmond city, Virginia",517600209003,71,0,0,0,0,0,0,71,71,0,51,760,20900,3
"Block Group 1, Census Tract 210, Richmond city, Virginia",517600210001,10,7,0,0,0,0,3,0,0,0,51,760,21000,1
"Block Group 1, Census Tract 212, Richmond city, Virginia",517600212001,3,0,0,0,0,0,0,3,0,3,51,760,21200,1
"Block Group 1, Census Tract 302, Richmond city, Virginia",517600302001,10,9,0,0,0,0,0,1,0,1,51,760,30200,1
"Block Group 4, Census Tract 302, Richmond city, Virginia",517600302004,59,52,0,0,0,0,0,7,7,0,51,760,30200,4
"Block Group 3, Census Tract 305.01, Richmond city, Virginia",517600305013,27,20,0,0,0,0,7,0,0,0,51,760,30501,3
"Block Group 1, Census Tract 402.01, Richmond city, Virginia",517600402011,39,32,0,0,0,0,3,4,0,4,51,760,40201,1
"Block Group 2, Census Tract 402.02, Richmond city, Virginia",517600402022,24,22,0,0,0,0,2,0,0,0,51,760,40202,2
"Block Group 1, Census Tract 404, Richmond city, Virginia",517600404001,82,75,0,0,0,0,0,7,7,0,51,760,40400,1
"Block Group 3, Census Tract 404, Richmond city, Virginia",517600404003,51,51,0,0,0,0,0,0,0,0,51,760,40400,3
"Block Group 3, Census Tract 405, Richmond city, Virginia",517600405003,53,26,27,0,0,0,0,0,0,0,51,760,40500,3
"Block Group 2, Census Tract 406, Richmond city, Virginia",517600406002,8,8,0,0,0,0,0,0,0,0,51,760,40600,2
"Block Group 1, Census Tract 416, Richmond city, Virginia",517600416001,0,0,0,0,0,0,0,0,0,0,51,760,41600,1
"Block Group 3, Census Tract 501, Richmond city, Virginia",517600501003,0,0,0,0,0,0,0,0,0,0,51,760,50100,3
"Block Group 3, Census Tract 502, Richmond city, Virginia",517600502003,0,0,0,0,0,0,0,0,0,0,51,760,50200,3
"Block Group 2, Census Tract 504, Richmond city, Virginia",517600504002,0,0,0,0,0,0,0,0,0,0,51,760,50400,2
"Block Group 3, Census Tract 505, Richmond city, Virginia",517600505003,227,145,22,0,0,0,37,23,12,11,51,760,50500,3
"Block Group 1, Census Tract 602, Richmond city, Virginia",517600602001,23,3,20,0,0,0,0,0,0,0,51,760,60200,1
"Block Group 3, Census Tract 602, Richmond city, Virginia",517600602003,0,0,0,0,0,0,0,0,0,0,51,760,60200,3
"Block Group 3, Census Tract 604, Richmond city, Virginia",517600604003,0,0,0,0,0,0,0,0,0,0,51,760,60400,3
"Block Group 1, Census Tract 605.01, Richmond city, Virginia",517600605011,0,0,0,0,0,0,0,0,0,0,51,760,60501,1
"Block Group 1, Census Tract 605.02, Richmond city, Virginia",517600605021,26,16,0,0,0,0,10,0,0,0,51,760,60502,1
"Block Group 1, Census Tract 606, Richmond city, Virginia",517600606001,59,59,0,0,0,0,0,0,0,0,51,760,60600,1
"Block Group 1, Census Tract 607, Richmond city, Virginia",517600607001,121,0,0,0,0,0,39,82,19,63,51,760,60700,1
"Block Group 4, Census Tract 607, Richmond city, Virginia",517600607004,134,0,0,0,0,20,80,34,34,0,51,760,60700,4
"Block Group 3, Census Tract 1034.05, Arlington County, Virginia",510131034053,81,0,0,0,0,0,0,81,81,0,51,13,103405,3
"Block Group 3, Census Tract 1035.01, Arlington County, Virginia",510131035013,396,283,0,0,0,0,35,78,78,0,51,13,103501,3
"Block Group 3, Census Tract 1035.03, Arlington County, Virginia",510131035033,21,0,0,0,0,0,0,21,0,21,51,13,103503,3
"Block Group 1, Census Tract 1035.04, Arlington County, Virginia",510131035041,89,16,0,0,0,0,73,0,0,0,51,13,103504,1
"Block Group 2, Census Tract 1035.05, Arlington County, Virginia",510131035052,60,34,0,0,0,0,5,21,21,0,51,13,103505,2
"Block Group 1, Census Tract 1036.01, Arlington County, Virginia",510131036011,91,90,0,0,0,0,0,1,0,1,51,13,103601,1
"Block Group 1, Census Tract 1036.02, Arlington County, Virginia",510131036021,158,148,0,0,0,0,0,10,10,0,51,13,103602,1
"Block Group 2, Census Tract 1037, Arlington County, Virginia",510131037002,238,170,0,0,0,0,41,27,27,0,51,13,103700,2
"Block Group 3, Census Tract 1038, Arlington County, Virginia",510131038003,157,0,0,0,0,0,116,41,17,24,51,13,103800,3
"Block Group 1, Census Tract 9802, Arlington County, Virginia",510139802001,0,0,0,0,0,0,0,0,0,0,51,13,980200,1
"Block Group 3, Census Tract 701, Augusta County, Virginia",510150701003,0,0,0,0,0,0,0,0,0,0,51,15,70100,3
"Block Group 2, Census Tract 706.01, Augusta County, Virginia",510150706012,321,0,0,0,0,0,312,9,9,0,51,15,70601,2
"Block Group 1, Census Tract 706.03, Augusta County, Virginia",510150706031,51,0,0,28,0,0,0,23,23,0,51,15,70603,1
"Block Group 2, Census Tract 707.01, Augusta County, Virginia",510150707012,10,10,0,0,0,0,0,0,0,0,51,15,70701,2
"Block Group 2, Census Tract 707.02, Augusta County, Virginia",510150707022,28,0,0,0,0,0,0,28,28,0,51,15,70702,2
"Block Group 1, Census Tract 708.02, Augusta County, Virginia",510150708021,0,0,0,0,0,0,0,0,0,0,51,15,70802,1
"Block Group 4, Census Tract 708.02, Augusta County, Virginia",510150708024,0,0,0,0,0,0,0,0,0,0,51,15,70802,4
"Block Group 3, Census Tract 709, Augusta County, Virginia",510150709003,0,0,0,0,0,0,0,0,0,0,51,15,70900,3
"Block Group 1, Census Tract 710, Augusta County, Virginia",510150710001,0,0,0,0,0,0,0,0,0,0,51,15,71000,1
"Block Group 4, Census Tract 710, Augusta County, Virginia",510150710004,0,0,0,0,0,0,0,0,0,0,51,15,71000,4
"Block Group 3, Census Tract 711.01, Augusta County, Virginia",510150711013,29,29,0,0,0,0,0,0,0,0,51,15,71101,3
"Block Group 2, Census Tract 711.02, Augusta County, Virginia",510150711022,0,0,0,0,0,0,0,0,0,0,51,15,71102,2
"Block Group 1, Census Tract 712.01, Augusta County, Virginia",510150712011,0,0,0,0,0,0,0,0,0,0,51,15,71201,1
"Block Group 2, Census Tract 712.02, Augusta County, Virginia",510150712022,0,0,0,0,0,0,0,0,0,0,51,15,71202,2
"Block Group 2, Census Tract 9201.01, Bath County, Virginia",510179201012,0,0,0,0,0,0,0,0,0,0,51,17,920101,2
"Block Group 3, Census Tract 9201.02, Bath County, Virginia",510179201023,0,0,0,0,0,0,0,0,0,0,51,17,920102,3
"Block Group 1, Census Tract 302.04, Bedford County, Virginia",510190302041,13,13,0,0,0,0,0,0,0,0,51,19,30204,1
"Block Group 2, Census Tract 303, Bedford County, Virginia",510190303002,0,0,0,0,0,0,0,0,0,0,51,19,30300,2
"Block Group 3, Census Tract 304.01, Bedford County, Virginia",510190304013,0,0,0,0,0,0,0,0,0,0,51,19,30401,3
"Block Group 3, Census Tract 304.03, Bedford County, Virginia",510190304033,38,0,1,0,0,0,0,37,37,0,51,19,30403,3
"Block Group 3, Census Tract 304.04, Bedford County, Virginia",510190304043,0,0,0,0,0,0,0,0,0,0,51,19,30404,3
"Block Group 3, Census Tract 305.01, Bedford County, Virginia",510190305013,8,0,0,0,0,0,8,0,0,0,51,19,30501,3
"Block Group 3, Census Tract 305.03, Bedford County, Virginia",510190305033,0,0,0,0,0,0,0,0,0,0,51,19,30503,3
"Block Group 3, Census Tract 305.04, Bedford County, Virginia",510190305043,0,0,0,0,0,0,0,0,0,0,51,19,30504,3
"Block Group 3, Census Tract 306.01, Bedford County, Virginia",510190306013,0,0,0,0,0,0,0,0,0,0,51,19,30601,3
"Block Group 3, Census Tract 306.02, Bedford County, Virginia",510190306023,0,0,0,0,0,0,0,0,0,0,51,19,30602,3
"Block Group 1, Census Tract 306.04, Bedford County, Virginia",510190306041,24,24,0,0,0,0,0,0,0,0,51,19,30604,1
"Block Group 1, Census Tract 306.05, Bedford County, Virginia",510190306051,0,0,0,0,0,0,0,0,0,0,51,19,30605,1
"Block Group 1, Census Tract 501.01, Bedford County, Virginia",510190501011,0,0,0,0,0,0,0,0,0,0,51,19,50101,1
"Block Group 2, Census Tract 501.02, Bedford County, Virginia",510190501022,31,0,0,0,31,0,0,0,0,0,51,19,50102,2
"Block Group 3, Census Tract 401, Bland County, Virginia",510210401003,5,0,5,0,0,0,0,0,0,0,51,21,40100,3
"Block Group 3, Census Tract 1101.05, Orange County, Virginia",511371101053,0,0,0,0,0,0,0,0,0,0,51,137,110105,3
"Block Group 1, Census Tract 1101.07, Orange County, Virginia",511371101071,211,0,0,0,0,0,0,211,0,211,51,137,110107,1
"Block Group 1, Census Tract 1101.08, Orange County, Virginia",511371101081,196,39,67,0,0,0,90,0,0,0,51,137,110108,1
"Block Group 1, Census Tract 1102, Orange County, Virginia",511371102001,34,0,0,0,0,0,0,34,34,0,51,137,110200,1
"Block Group 2, Census Tract 1103.01, Orange County, Virginia",511371103012,321,121,0,0,0,0,0,200,73,127,51,137,110301,2
