NAME,GEO_ID,B03002_012E,B03002_013E,B03002_014E,B03002_015E,B03002_016E,B03002_017E,B03002_018E,B03002_019E,B03002_020E,B03002_021E,state,county,tract,block group
"Block Group 1, Census Tract 1017.04, Arlington County, Virginia",510131017041,0,0,0,0,0,0,0,0,0,0,51,13,101704,1
"Block Group 2, Census Tract 1017.04, Arlington County, Virginia",510131017042,155,70,0,0,0,0,0,85,85,0,51,13,101704,2
"Block Group 1, Census Tract 1017.05, Arlington County, Virginia",510131017051,295,113,0,0,0,0,182,0,0,0,51,13,101705,1
"Block Group 2, Census Tract 1017.05, Arlington County, Virginia",510131017052,51,34,0,0,17,0,0,0,0,0,51,13,101705,2
"Block Group 3, Census Tract 1017.05, Arlington County, Virginia",510131017053,140,115,0,0,0,0,25,0,0,0,51,13,101705,3
"Block Group 1, Census Tract 1018.01, Arlington County, Virginia",510131018011,39,39,0,0,0,0,0,0,0,0,51,13,101801,1
"Block Group 2, Census Tract 1018.01, Arlington County, Virginia",510131018012,32,21,0,0,0,0,11,0,0,0,51,13,101801,2
"Block Group 3, Census Tract 1018.01, Arlington County, Virginia",510131018013,97,69,0,0,0,0,28,0,0,0,51,13,101801,3
"Block Group 1, Census Tract 1018.03, Arlington County, Virginia",510131018031,46,0,46,0,0,0,0,0,0,0,51,13,101803,1
"Block Group 2, Census Tract 1018.03, Arlington County, Virginia",510131018032,32,32,0,0,0,0,0,0,0,0,51,13,101803,2
"Block Group 3, Census Tract 1018.03, Arlington County, Virginia",510131018033,191,61,0,0,0,0,130,0,0,0,51,13,101803,3
"Block Group 4, Census Tract 1018.03, Arlington County, Virginia",510131018034,57,57,0,0,0,0,0,0,0,0,51,13,101803,4
"Block Group 2, Census Tract 1018.04, Arlington County, Virginia",510131018042,65,52,0,0,0,0,0,13,13,0,51,13,101804,2
"Block Group 2, Census Tract 1018.05, Arlington County, Virginia",510131018052,182,98,26,0,0,0,0,58,0,58,51,13,101805,2
"Block Group 3, Census Tract 1018.05, Arlington County, Virginia",510131018053,241,166,0,27,0,0,20,28,28,0,51,13,101805,3
"Block Group 2, Census Tract 1019, Arlington County, Virginia",510131019002,35,4,0,0,0,0,0,31,31,0,51,13,101900,2
"Block Group 3, Census Tract 1019, Arlington County, Virginia",510131019003,0,0,0,0,0,0,0,0,0,0,51,13,101900,3
"Block Group 2, Census Tract 1020.01, Arlington County, Virginia",510131020012,198,111,0,0,12,0,75,0,0,0,51,13,102001,2
"Block Group 1, Census Tract 1020.02, Arlington County, Virginia",510131020021,391,113,0,0,0,0,256,22,22,0,51,13,102002,1
"Block Group 2, Census Tract 1020.03, Arlington County, Virginia",510131020032,24,24,0,0,0,0,0,0,0,0,51,13,102003,2
"Block Group 3, Census Tract 1020.03, Arlington County, Virginia",510131020033,295,67,0,0,0,0,204,24,0,24,51,13,102003,3
"Block Group 2, Census Tract 1021, Arlington County, Virginia",510131021002,135,40,0,0,0,0,20,75,0,75,51,13,102100,2
"Block Group 1, Census Tract 1022, Arlington County, Virginia",510131022001,470,341,0,0,0,0,129,0,0,0,51,13,102200,1
"Block Group 3, Census Tract 1022, Arlington County, Virginia",510131022003,486,409,0,0,0,0,60,17,17,0,51,13,102200,3
"Block Group 4, Census Tract 1022, Arlington County, Virginia",510131022004,308,227,21,2,0,0,56,2,2,0,51,13,102200,4
"Block Group 1, Census Tract 4316.02, Fairfax County, Virginia",510594316021,346,220,0,0,0,0,107,19,17,2,51,59,431602,1
"Block Group 2, Census Tract 4316.02, Fairfax County, Virginia",510594316022,179,179,0,0,0,0,0,0,0,0,51,59,431602,2
"Block Group 3, Census Tract 4316.02, Fairfax County, Virginia",510594316023,270,84,0,0,0,0,88,98,98,0,51,59,431602,3
"Block Group 1, Census Tract 4318.01, Fairfax County, Virginia",510594318011,444,339,0,0,0,0,96,9,9,0,51,59,431801,1
"Block Group 2, Census Tract 4318.01, Fairfax County, Virginia",510594318012,408,332,60,0,0,0,0,16,16,0,51,59,431801,2
"Block Group 1, Census Tract 4318.02, Fairfax County, Virginia",510594318021,133,103,0,0,0,0,0,30,30,0,51,59,431802,1
"Block Group 2, Census Tract 4318.02, Fairfax County, Virginia",510594318022,562,43,46,0,0,0,348,125,90,35,51,59,431802,2
"Block Group 1, Census Tract 4319, Fairfax County, Virginia",510594319001,88,66,0,0,10,0,12,0,0,0,51,59,431900,1
"Block Group 2, Census Tract 4319, Fairfax County, Virginia",510594319002,64,9,0,0,0,0,2,53,44,9,51,59,431900,2
"Block Group 1, Census Tract 4320, Fairfax County, Virginia",510594320001,411,369,0,0,0,0,42,0,0,0,51,59,432000,1
"Block Group 2, Census Tract 4320, Fairfax County, Virginia",510594320002,116,55,0,0,0,0,61,0,0,0,51,59,432000,2
"Block Group 1, Census Tract 4321, Fairfax County, Virginia",510594321001,159,87,0,11,0,0,45,16,16,0,51,59,432100,1
"Block Group 2, Census Tract 4321, Fairfax County, Virginia",510594321002,126,77,10,0,0,0,7,32,14,18,51,59,432100,2
"Block Group 1, Census Tract 4322.01, Fairfax County, Virginia",510594322011,408,353,46,0,0,0,9,0,0,0,51,59,432201,1
"Block Group 2, Census Tract 4322.02, Fairfax County, Virginia",510594322022,112,112,0,0,0,0,0,0,0,0,51,59,432202,2
"Block Group 1, Census Tract 4323, Fairfax County, Virginia",510594323001,178,178,0,0,0,0,0,0,0,0,51,59,432300,1
"Block Group 3, Census Tract 4323, Fairfax County, Virginia",510594323003,41,41,0,0,0,0,0,0,0,0,51,59,432300,3
"Block Group 1, Census Tract 4324.01, Fairfax County, Virginia",510594324011,119,87,0,0,0,0,0,32,24,8,51,59,432401,1
"Block Group 1, Census Tract 4324.02, Fairfax County, Virginia",510594324021,45,30,0,0,0,0,15,0,0,0,51,59,432402,1
"Block Group 2, Census Tract 4324.02, Fairfax County, Virginia",510594324022,171,143,0,0,0,0,0,28,0,28,51,59,432402,2
"Block Group 1, Census Tract 4325, Fairfax County, Virginia",510594325001,55,45,0,0,0,0,10,0,0,0,51,59,432500,1
"Block Group 2, Census Tract 4325, Fairfax County, Virginia",510594325002,557,284,0,0,0,0,0,273,212,61,51,59,432500,2
"Block Group 1, Census Tract 4326, Fairfax County, Virginia",510594326001,172,131,0,0,0,0,31,10,10,0,51,59,432600,1
"Block Group 2, Census Tract 4326, Fairfax County, Virginia",510594326002,359,238,0,17,0,0,29,75,51,24,51,59,432600,2
"Block Group 1, Census Tract 4327.02, Fairfax County, Virginia",510594327021,912,388,0,0,0,0,315,209,69,140,51,59,432702,1
"Block Group 2, Census Tract 4327.02, Fairfax County, Virginia",510594327022,317,227,25,0,0,0,48,17,17,0,51,59,432702,2
"Block Group 1, Census Tract 4401, Fairfax County, Virginia",510594401001,67,28,0,0,0,0,0,39,39,0,51,59,440100,1
"Block Group 3, Census Tract 4401, Fairfax County, Virginia",510594401003,255,255,0,0,0,0,0,0,0,0,51,59,440100,3
"Block Group 4, Census Tract 4401, Fairfax County, Virginia",510594401004,232,193,0,0,0,0,0,39,39,0,51,59,440100,4
"Block Group 2, Census Tract 4402.01, Fairfax County, Virginia",510594402012,225,173,12,0,0,0,40,0,0,0,51,59,440201,2
"Block Group 3, Census Tract 4402.01, Fairfax County, Virginia",510594402013,19,2,0,0,0,0,17,0,0,0,51,59,440201,3
"Block Group 2, Census Tract 4402.02, Fairfax County, Virginia",510594402022,261,177,0,0,0,0,84,0,0,0,51,59,440202,2
"Block Group 3, Census Tract 4402.02, Fairfax County, Virginia",510594402023,133,18,0,0,0,0,79,36,0,36,51,59,440202,3
"Block Group 2, Census Tract 4403, Fairfax County, Virginia",510594403002,60,59,0,0,0,0,1,0,0,0,51,59,440300,2
"Block Group 1, Census Tract 4405.01, Fairfax County, Virginia",510594405011,199,98,0,0,0,0,64,37,37,0,51,59,440501,1
"Block Group 3, Census Tract 4405.01, Fairfax County, Virginia",510594405013,43,43,0,0,0,0,0,0,0,0,51,59,440501,3
"Block Group 1, Census Tract 4405.03, Fairfax County, Virginia",510594405031,426,213,20,0,0,0,102,91,82,9,51,59,440503,1
"Block Group 1, Census Tract 4405.05, Fairfax County, Virginia",510594405051,19,19,0,0,0,0,0,0,0,0,51,59,440505,1
"Block Group 1, Census Tract 4406, Fairfax County, Virginia",510594406001,789,277,0,0,7,0,148,357,31,326,51,59,440600,1
"Block Group 1, Census Tract 4407.02, Fairfax County, Virginia",510594407021,28,14,0,0,14,0,0,0,0,0,51,59,440702,1
"Block Group 2, Census Tract 4407.02, Fairfax County, Virginia",510594407022,215,38,0,0,0,0,177,0,0,0,51,59,440702,2
"Block Group 1, Census Tract 2001.38, Henrico County, Virginia",510872001381,0,0,0,0,0,0,0,0,0,0,51,87,200138,1
"Block Group 2, Census Tract 2001.38, Henrico County, Virginia",510872001382,38,38,0,0,0,0,0,0,0,0,51,87,200138,2
"Block Group 1, Census Tract 2001.39, Henrico County, Virginia",510872001391,140,63,0,0,0,0,0,77,77,0,51,87,200139,1
"Block Group 2, Census Tract 2001.39, Henrico County, Virginia",510872001392,14,0,0,0,0,0,0,14,0,14,51,87,200139,2
"Block Group 1, Census Tract 2001.40, Henrico County, Virginia",510872001401,0,0,0,0,0,0,0,0,0,0,51,87,200140,1
"Block Group 2, Census Tract 2001.40, Henrico County, Virginia",510872001402,49,49,0,0,0,0,0,0,0,0,51,87,200140,2
"Block Group 2, Census Tract 2001.41, Henrico County, Virginia",510872001412,0,0,0,0,0,0,0,0,0,0,51,87,200141,2
"Block Group 2, Census Tract 2001.42, Henrico County, Virginia",510872001422,207,207,0,0,0,0,0,0,0,0,51,87,200142,2
"Block Group 3, Census Tract 2001.42, Henrico County, Virginia",510872001423,0,0,0,0,0,0,0,0,0,0,51,87,200142,3
"Block Group 1, Census Tract 2001.44, Henrico County, Virginia",510872001441,0,0,0,0,0,0,0,0,0,0,51,87,200144,1
"Block Group 1, Census Tract 2001.45, Henrico County, Virginia",510872001451,0,0,0,0,0,0,0,0,0,0,51,87,200145,1
"Block Group 2, Census Tract 2001.45, Henrico County, Virginia",510872001452,79,79,0,0,0,0,0,0,0,0,51,87,200145,2
"Block Group 2, Census Tract 2001.46, Henrico County, Virginia",510872001462,0,0,0,0,0,0,0,0,0,0,51,87,200146,2
"Block Group 3, Census Tract 2001.46, Henrico County, Virginia",510872001463,0,0,0,0,0,0,0,0,0,0,51,87,200146,3
"Block Group 2, Census Tract 2001.47, Henrico County, Virginia",510872001472,75,0,0,0,0,0,0,75,0,75,51,87,200147,2
"Block Group 3, Census Tract 2001.47, Henrico County, Virginia",510872001473,19,19,0,0,0,0,0,0,0,0,51,87,200147,3
"Block Group 2, Census Tract 2001.48, Henrico County, Virginia",510872001482,56,56,0,0,0,0,0,0,0,0,51,87,200148,2
"Block Group 3, Census Tract 2001.48, Henrico County, Virginia",510872001483,94,94,0,0,0,0,0,0,0,0,51,87,200148,3
"Block Group 2, Census Tract 2001.49, Henrico County, Virginia",510872001492,67,67,0,0,0,0,0,0,0,0,51,87,200149,2
"Block Group 3, Census Tract 2001.49, Henrico County, Virginia",510872001493,14,14,0,0,0,0,0,0,0,0,51,87,200149,3
"Block Group 1, Census Tract 2001.50, Henrico County, Virginia",510872001501,0,0,0,0,0,0,0,0,0,0,51,87,200150,1
"Block Group 2, Census Tract 2001.50, Henrico County, Virginia",510872001502,0,0,0,0,0,0,0,0,0,0,51,87,200150,2
"Block Group 1, Census Tract 2001.51, Henrico County, Virginia",510872001511,334,289,0,45,0,0,0,0,0,0,51,87,200151,1
"Block Group 2, Census Tract 2001.51, Henrico County, Virginia",510872001512,14,14,0,0,0,0,0,0,0,0,51,87,200151,2
"Block Group 3, Census Tract 2001.51, Henrico County, Virginia",510872001513,0,0,0,0,0,0,0,0,0,0,51,87,200151,3
"Block Group 4, Census Tract 2001.51, Henrico County, Virginia",510872001514,29,29,0,0,0,0,0,0,0,0,51,87,200151,4
"Block Group 1, Census Tract 2001.52, Henrico County, Virginia",510872001521,0,0,0,0,0,0,0,0,0,0,51,87,200152,1
"Block Group 2, Census Tract 2001.52, Henrico County, Virginia",510872001522,161,94,0,0,0,0,0,67,67,0,51,87,200152,2
"Block Group 1, Census Tract 2001.53, Henrico County, Virginia",510872001531,497,109,0,0,0,0,376,12,0,12,51,87,200153,1
"Block Group 2, Census Tract 2001.53, Henrico County, Virginia",510872001532,220,59,0,0,0,0,161,0,0,0,51,87,200153,2
"Block Group 3, Census Tract 2001.53, Henrico County, Virginia",510872001533,0,0,0,0,0,0,0,0,0,0,51,87,200153,3
"Block Group 1, Census Tract 2002.01, Henrico County, Virginia",510872002011,53,53,0,0,0,0,0,0,0,0,51,87,200201,1
"Block Group 2, Census Tract 2002.01, Henrico County, Virginia",510872002012,25,25,0,0,0,0,0,0,0,0,51,87,200201,2
"Block Group 1, Census Tract 2002.02, Henrico County, Virginia",510872002021,0,0,0,0,0,0,0,0,0,0,51,87,200202,1
"Block Group 2, Census Tract 2002.02, Henrico County, Virginia",510872002022,0,0,0,0,0,0,0,0,0,0,51,87,200202,2
"Block Group 3, Census Tract 2002.02, Henrico County, Virginia",510872002023,0,0,0,0,0,0,0,0,0,0,51,87,200202,3
"Block Group 4, Census Tract 2002.02, Henrico County, Virginia",510872002024,0,0,0,0,0,0,0,0,0,0,51,87,200202,4
"Block Group 1, Census Tract 2003.01, Henrico County, Virginia",510872003011,0,0,0,0,0,0,0,0,0,0,51,87,200301,1
"Block Group 1, Census Tract 2003.02, Henrico County, Virginia",510872003021,7,7,0,0,0,0,0,0,0,0,51,87,200302,1
"Block Group 2, Census Tract 2003.02, Henrico County, Virginia",510872003022,17,7,0,0,0,0,10,0,0,0,51,87,200302,2
"Block Group 1, Census Tract 2003.03, Henrico County, Virginia",510872003031,65,29,36,0,0,0,0,0,0,0,51,87,200303,1
"Block Group 2, Census Tract 110.02, Pittsylvania County, Virginia",511430110022,12,0,12,0,0,0,0,0,0,0,51,143,11002,2
"Block Group 3, Census Tract 110.02, Pittsylvania County, Virginia",511430110023,52,52,0,0,0,0,0,0,0,0,51,143,11002,3
"Block Group 2, Census Tract 111, Pittsylvania County, Virginia",511430111002,0,0,0,0,0,0,0,0,0,0,51,143,11100,2
"Block Group 1, Census Tract 112, Pittsylvania County, Virginia",511430112001,137,57,0,0,0,0,76,4,0,4,51,143,11200,1
"Block Group 3, Census Tract 112, Pittsylvania County, Virginia",511430112003,5,0,5,0,0,0,0,0,0,0,51,143,11200,3
"Block Group 1, Census Tract 113.01, Pittsylvania County, Virginia",511430113011,121,95,0,0,0,0,13,13,13,0,51,143,11301,1
"Block Group 2, Census Tract 113.01, Pittsylvania County, Virginia",511430113012,0,0,0,0,0,0,0,0,0,0,51,143,11301,2
"Block Group 1, Census Tract 113.02, Pittsylvania County, Virginia",511430113021,0,0,0,0,0,0,0,0,0,0,51,143,11302,1
"Block Group 2, Census Tract 113.02, Pittsylvania County, Virginia",511430113022,0,0,0,0,0,0,0,0,0,0,51,143,11302,2
"Block Group 1, Census Tract 114, Pittsylvania County, Virginia",511430114001,27,0,0,0,0,0,4,23,23,0,51,143,11400,1
"Block Group 2, Census Tract 114, Pittsylvania County, Virginia",511430114002,0,0,0,0,0,0,0,0,0,0,51,143,11400,2
"Block Group 3, Census Tract 114, Pittsylvania County, Virginia",511430114003,5,5,0,0,0,0,0,0,0,0,51,143,11400,3
"Block Group 1, Census Tract 5001.01, Powhatan County, Virginia",511455001011,0,0,0,0,0,0,0,0,0,0,51,145,500101,1
"Block Group 2, Census Tract 5001.01, Powhatan County, Virginia",511455001012,102,102,0,0,0,0,0,0,0,0,51,145,500101,2
"Block Group 3, Census Tract 5001.01, Powhatan County, Virginia",511455001013,0,0,0,0,0,0,0,0,0,0,51,145,500101,3
"Block Group 4, Census Tract 5001.01, Powhatan County, Virginia",511455001014,0,0,0,0,0,0,0,0,0,0,51,145,500101,4
"Block Group 1, Census Tract 5001.02, Powhatan County, Virginia",511455001021,22,22,0,0,0,0,0,0,0,0,51,145,500102,1
"Block Group 2, Census Tract 5001.02, Powhatan County, Virginia",511455001022,16,0,0,0,0,0,16,0,0,0,51,145,500102,2
"Block Group 3, Census Tract 5001.02, Powhatan County, Virginia",511455001023,0,0,0,0,0,0,0,0,0,0,51,145,500102,3
"Block Group 1, Census Tract 5002.01, Powhatan County, Virginia",511455002011,22,22,0,0,0,0,0,0,0,0,51,145,500201,1
"Block Group 3, Census Tract 5002.01, Powhatan County, Virginia",511455002013,0,0,0,0,0,0,0,0,0,0,51,145,500201,3
"Block Group 1, Census Tract 5002.02, Powhatan County, Virginia",511455002021,52,51,0,0,0,0,0,1,1,0,51,145,500202,1
"Block Group 1, Census Tract 5003, Powhatan County, Virginia",511455003001,177,62,11,0,0,0,65,39,39,0,51,145,500300,1
"Block Group 2, Census Tract 5004, Powhatan County, Virginia",511455004002,0,0,0,0,0,0,0,0,0,0,51,145,500400,2
"Block Group 3, Census Tract 5004, Powhatan County, Virginia",511455004003,163,81,0,0,0,0,0,82,82,0,51,145,500400,3
"Block Group 2, Census Tract 9301.01, Prince Edward County, Virginia",511479301012,40,7,0,0,0,0,33,0,0,0,51,147,930101,2
"Block Group 1, Census Tract 9301.02, Prince Edward County, Virginia",511479301021,48,28,0,7,0,0,0,13,0,13,51,147,930102,1
"Block Group 3, Census Tract 9301.02, Prince Edward County, Virginia",511479301023,0,0,0,0,0,0,0,0,0,0,51,147,930102,3
"Block Group 1, Census Tract 9302.02, Prince Edward County, Virginia",511479302021,7,7,0,0,0,0,0,0,0,0,51,147,930202,1
"Block Group 3, Census Tract 9302.02, Prince Edward County, Virginia",511479302023,22,22,0,0,0,0,0,0,0,0,51,147,930202,3
"Block Group 1, Census Tract 9302.04, Prince Edward County, Virginia",511479302041,3,3,0,0,0,0,0,0,0,0,51,147,930204,1
"Block Group 2, Census Tract 9302.04, Prince Edward County, Virginia",511479302042,47,32,8,0,0,0,0,7,7,0,51,147,930204,2
"Block Group 4, Census Tract 9302.04, Prince Edward County, Virginia",511479302044,39,23,2,0,0,0,7,7,7,0,51,147,930204,4
"Block Group 1, Census Tract 9303.01, Prince Edward County, Virginia",511479303011,0,0,0,0,0,0,0,0,0,0,51,147,930301,1
"Block Group 1, Census Tract 9303.02, Prince Edward County, Virginia",511479303021,5,5,0,0,0,0,0,0,0,0,51,147,930302,1
"Block Group 2, Census Tract 9303.02, Prince Edward County, Virginia",511479303022,33,17,0,0,0,0,7,9,9,0,51,147,930302,2
"Block Group 1, Census Tract 8501, Prince George County, Virginia",511498501001,312,190,66,0,0,0,39,17,7,10,51,149,850100,1
"Block Group 2, Census Tract 8501, Prince George County, Virginia",511498501002,60,36,0,0,0,0,0,24,6,18,51,149,850100,2
"Block Group 2, Census Tract 8502, Prince George County, Virginia",511498502002,134,28,45,0,0,0,17,44,44,0,51,149,850200,2
"Block Group 3, Census Tract 8502, Prince George County, Virginia",511498502003,526,235,55,0,0,0,159,77,44,33,51,149,850200,3
"Block Group 2, Census Tract 211.01, Tazewell County, Virginia",511850211012,64,0,0,0,0,0,64,0,0,0,51,185,21101,2
"Block Group 1, Census Tract 211.02, Tazewell County, Virginia",511850211021,86,0,43,0,0,0,0,43,43,0,51,185,21102,1
"Block Group 2, Census Tract 211.02, Tazewell County, Virginia",511850211022,0,0,0,0,0,0,0,0,0,0,51,185,21102,2
"Block Group 1, Census Tract 201.01, Warren County, Virginia",511870201011,76,76,0,0,0,0,0,0,0,0,51,187,20101,1
"Block Group 2, Census Tract 201.01, Warren County, Virginia",511870201012,44,0,0,0,0,0,44,0,0,0,51,187,20101,2
"Block Group 3, Census Tract 201.01, Warren County, Virginia",511870201013,0,0,0,0,0,0,0,0,0,0,51,187,20101,3
"Block Group 1, Census Tract 201.02, Warren County, Virginia",511870201021,93,81,0,0,0,0,12,0,0,0,51,187,20102,1
"Block Group 1, Census Tract 202, Warren County, Virginia",511870202001,9,0,0,0,0,0,9,0,0,0,51,187,20200,1
"Block Group 2, Census Tract 202, Warren County, Virginia",511870202002,25,25,0,0,0,0,0,0,0,0,51,187,20200,2
"Block Group 2, Census Tract 203, Warren County, Virginia",511870203002,66,66,0,0,0,0,0,0,0,0,51,187,20300,2
"Block Group 3, Census Tract 203, Warren County, Virginia",511870203003,7,7,0,0,0,0,0,0,0,0,51,187,20300,3
"Block Group 5, Census Tract 203, Warren County, Virginia",511870203005,0,0,0,0,0,0,0,0,0,0,51,187,20300,5
"Block Group 1, Census Tract 204, Warren County, Virginia",511870204001,0,0,0,0,0,0,0,0,0,0,51,187,20400,1
"Block Group 3, Census Tract 204, Warren County, Virginia",511870204003,35,7,0,0,0,0,0,28,28,0,51,187,20400,3
"Block Group 4, Census Tract 204, Warren County, Virginia",511870204004,112,36,0,12,0,0,59,5,3,2,51,187,20400,4
"Block Group 1, Census Tract 205, Warren County, Virginia",511870205001,0,0,0,0,0,0,0,0,0,0,51,187,20500,1
"Block Group 2, Census Tract 205, Warren County, Virginia",511870205002,0,0,0,0,0,0,0,0,0,0,51,187,20500,2
"Block Group 4, Census Tract 205, Warren County, Virginia",511870205004,223,33,0,0,0,0,190,0,0,0,51,187,20500,4
"Block Group 1, Census Tract 206.01, Warren County, Virginia",511870206011,79,35,0,0,0,0,44,0,0,0,51,187,20601,1
"Block Group 3, Census Tract 206.01, Warren County, Virginia",511870206013,64,64,0,0,0,0,0,0,0,0,51,187,20601,3
"Block Group 2, Census Tract 206.02, Warren County, Virginia",511870206022,0,0,0,0,0,0,0,0,0,0,51,187,20602,2
"Block Group 1, Census Tract 207, Warren County, Virginia",511870207001,0,0,0,0,0,0,0,0,0,0,51,187,20700,1
"Block Group 1, Census Tract 101.01, Washington County, Virginia",511910101011,0,0,0,0,0,0,0,0,0,0,51,191,10101,1
"Block Group 2, Census Tract 101.01, Washington County, Virginia",511910101012,47,0,0,1,0,0,0,46,46,0,51,191,10101,2
"Block Group 1, Census Tract 101.02, Washington County, Virginia",511910101021,0,0,0,0,0,0,0,0,0,0,51,191,10102,1
"Block Group 2, Census Tract 101.02, Washington County, Virginia",511910101022,0,0,0,0,0,0,0,0,0,0,51,191,10102,2
"Block Group 2, Census Tract 102, Washington County, Virginia",511910102002,0,0,0,0,0,0,0,0,0,0,51,191,10200,2
"Block Group 3, Census Tract 102, Washington County, Virginia",511910102003,0,0,0,0,0,0,0,0,0,0,51,191,10200,3
"Block Group 1, Census Tract 103.01, Washington County, Virginia",511910103011,0,0,0,0,0,0,0,0,0,0,51,191,10301,1
"Block Group 2, Census Tract 103.01, Washington County, Virginia",511910103012,38,0,0,0,0,0,0,38,38,0,51,191,10301,2
"Block Group 2, Census Tract 103.02, Washington County, Virginia",511910103022,0,0,0,0,0,0,0,0,0,0,51,191,10302,2
"Block Group 1, Census Tract 104.01, Washington County, Virginia",511910104011,143,75,0,0,0,0,23,45,0,45,51,191,10401,1
"Block Group 1, Census Tract 104.02, Washington County, Virginia",511910104021,41,24,0,0,0,0,0,17,5,12,51,191,10402,1
"Block Group 1, Census Tract 105.01, Washington County, Virginia",511910105011,17,17,0,0,0,0,0,0,0,0,51,191,10501,1
"Block Group 3, Census Tract 105.01, Washington County, Virginia",511910105013,0,0,0,0,0,0,0,0,0,0,51,191,10501,3
"Block Group 1, Census Tract 105.02, Washington County, Virginia",511910105021,20,0,10,0,0,0,10,0,0,0,51,191,10502,1
"Block Group 3, Census Tract 105.02, Washington County, Virginia",511910105023,0,0,0,0,0,0,0,0,0,0,51,191,10502,3
"Block Group 1, Census Tract 106.01, Washington County, Virginia",511910106011,210,181,29,0,0,0,0,0,0,0,51,191,10601,1
"Block Group 2, Census Tract 106.01, Washington County, Virginia",511910106012,0,0,0,0,0,0,0,0,0,0,51,191,10601,2
"Block Group 3, Census Tract 106.01, Washington County, Virginia",511910106013,1,0,0,0,1,0,0,0,0,0,51,191,10601,3
"Block Group 1, Census Tract 106.02, Washington County, Virginia",511910106021,34,18,0,0,0,0,16,0,0,0,51,191,10602,1
"Block Group 2, Census Tract 5, Martinsville city, Virginia",516900005002,0,0,0,0,0,0,0,0,0,0,51,690,500,2
"Block Group 4, Census Tract 5, Martinsville city, Virginia",516900005004,0,0,0,0,0,0,0,0,0,0,51,690,500,4
"Block Group 1, Census Tract 301, Newport News city, Virginia",517000301001,49,0,37,0,0,7,0,5,5,0,51,700,30100,1
"Block Group 3, Census Tract 301, Newport News city, Virginia",517000301003,337,101,14,17,0,0,2,203,8,195,51,700,30100,3
"Block Group 4, Census Tract 301, Newport News city, Virginia",517000301004,203,123,18,0,0,0,24,38,38,0,51,700,30100,4
"Block Group 2, Census Tract 303, Newport News city, Virginia",517000303002,111,0,111,0,0,0,0,0,0,0,51,700,30300,2
"Block Group 3, Census Tract 303, Newport News city, Virginia",517000303003,0,0,0,0,0,0,0,0,0,0,51,700,30300,3
"Block Group 5, Census Tract 303, Newport News city, Virginia",517000303005,123,0,0,0,0,0,0,123,0,123,51,700,30300,5
"Block Group 1, Census Tract 304, Newport News city, Virginia",517000304001,29,0,0,0,0,0,29,0,0,0,51,700,30400,1
"Block Group 1, Census Tract 305, Newport News city, Virginia",517000305001,11,11,0,0,0,0,0,0,0,0,51,700,30500,1
"Block Group 2, Census Tract 305, Newport News city, Virginia",517000305002,48,24,24,0,0,0,0,0,0,0,51,700,30500,2
"Block Group 2, Census Tract 306, Newport News city, Virginia",517000306002,154,0,7,0,0,0,0,147,0,147,51,700,30600,2
"Block Group 1, Census Tract 308, Newport News city, Virginia",517000308001,139,49,90,0,0,0,0,0,0,0,51,700,30800,1
"Block Group 3, Census Tract 308, Newport News city, Virginia",517000308003,0,0,0,0,0,0,0,0,0,0,51,700,30800,3
"Block Group 1, Census Tract 309, Newport News city, Virginia",517000309001,0,0,0,0,0,0,0,0,0,0,51,700,30900,1
"Block Group 2, Census Tract 311, Newport News city, Virginia",517000311002,0,0,0,0,0,0,0,0,0,0,51,700,31100,2
"Block Group 1, Census Tract 312, Newport News city, Virginia",517000312001,64,35,0,0,0,0,29,0,0,0,51,700,31200,1
"Block Group 2, Census Tract 312, Newport News city, Virginia",517000312002,196,113,0,0,0,0,49,34,34,0,51,700,31200,2
"Block Group 2, Census Tract 313, Newport News city, Virginia",517000313002,15,0,15,0,0,0,0,0,0,0,51,700,31300,2
"Block Group 3, Census Tract 313, Newport News city, Virginia",517000313003,190,13,0,0,0,0,35,142,110,32,51,700,31300,3
"Block Group 1, Census Tract 314, Newport News city, Virginia",517000314001,52,52,0,0,0,0,0,0,0,0,51,700,31400,1
"Block Group 2, Census Tract 314, Newport News city, Virginia",517000314002,0,0,0,0,0,0,0,0,0,0,51,700,31400,2
"Block Group 3, Census Tract 314, Newport News city, Virginia",517000314003,0,0,0,0,0,0,0,0,0,0,51,700,31400,3
"Block Group 4, Census Tract 314, Newport News city, Virginia",517000314004,68,15,53,0,0,0,0,0,0,0,51,700,31400,4
"Block Group 1, Census Tract 315, Newport News city, Virginia",517000315001,312,12,0,0,0,0,5,295,295,0,51,700,31500,1
"Block Group 2, Census Tract 315, Newport News city, Virginia",517000315002,193,19,0,0,0,91,0,83,33,50,51,700,31500,2
"Block Group 3, Census Tract 315, Newport News city, Virginia",517000315003,41,41,0,0,0,0,0,0,0,0,51,700,31500,3
"Block Group 1, Census Tract 316.02, Newport News city, Virginia",517000316021,60,44,0,0,0,0,16,0,0,0,51,700,31602,1
"Block Group 2, Census Tract 316.02, Newport News city, Virginia",517000316022,7,7,0,0,0,0,0,0,0,0,51,700,31602,2
"Block Group 3, Census Tract 316.02, Newport News city, Virginia",517000316023,0,0,0,0,0,0,0,0,0,0,51,700,31602,3
"Block Group 1, Census Tract 316.03, Newport News city, Virginia",517000316031,0,0,0,0,0,0,0,0,0,0,51,700,31603,1
