NAME,GEO_ID,B01001_002E,B01001_003E,B01001_004E,B01001_005E,B01001_006E,B01001_007E,B01001_008E,B01001_009E,B01001_010E,B01001_011E,B01001_012E,B01001_013E,B01001_014E,B01001_015E,B01001_016E,B01001_017E,B01001_018E,B01001_019E,B01001_020E,B01001_021E,B01001_022E,B01001_023E,B01001_024E,B01001_025E,B01001_026E,B01001_027E,B01001_028E,B01001_029E,B01001_030E,B01001_031E,B01001_032E,B01001_033E,B01001_034E,B01001_035E,B01001_036E,B01001_037E,B01001_038E,B01001_039E,B01001_040E,B01001_041E,B01001_042E,B01001_043E,B01001_044E,B01001_045E,B01001_046E,B01001_047E,B01001_048E,B01001_049E,state,county,tract,block group,Pop_65_Plus,Pop_75_Plus
"Block Group 3, Census Tract 4158, Fairfax County, Virginia",510594158003,813,63,23,110,95,18,14,0,6,18,16,65,46,53,47,80,7,14,25,0,15,58,22,18,886,62,8,146,19,7,24,18,29,16,35,42,73,62,47,50,10,73,2,0,50,15,57,41,51,59,415800,3,303,211
"Block Group 2, Census Tract 4159, Fairfax County, Virginia",510594159002,1191,78,74,90,9,8,0,0,44,25,24,88,87,119,127,87,55,97,41,32,45,33,9,19,1316,88,55,93,64,9,7,7,8,39,63,50,92,223,135,88,28,38,38,37,31,15,41,67,51,59,415900,2,408,184
"Block Group 1, Census Tract 4160, Fairfax County, Virginia",510594160001,855,23,18,46,40,0,0,0,124,41,28,74,65,0,177,21,26,79,0,33,17,19,24,0,915,40,17,92,60,33,0,66,16,12,80,0,46,83,64,99,13,66,61,0,1,29,0,37,51,59,416000,1,221,109
"Block Group 3, Census Tract 4160, Fairfax County, Virginia",510594160003,433,36,6,9,22,0,10,0,39,60,20,20,38,35,14,28,5,56,13,0,9,0,0,13,392,55,11,10,0,0,0,0,61,0,25,36,6,31,59,19,0,65,0,0,0,0,14,0,51,59,416000,3,49,27
"Block Group 1, Census Tract 4161, Fairfax County, Virginia",510594161001,1200,78,63,68,31,0,48,0,5,11,99,68,79,126,102,111,13,82,16,23,78,41,17,41,1316,52,45,73,115,0,29,0,27,65,82,39,43,139,163,65,12,35,10,82,50,50,42,98,51,59,416100,1,548,289
"Block Group 1, Census Tract 4162, Fairfax County, Virginia",510594162001,1018,111,211,115,51,25,11,0,38,22,83,28,102,130,43,26,0,22,0,0,0,0,0,0,1074,165,244,9,32,0,0,15,7,233,36,60,92,71,67,17,14,12,0,0,0,0,0,0,51,59,416200,1,0,0
"Block Group 2, Census Tract 4162, Fairfax County, Virginia",510594162002,1526,271,259,284,61,0,12,0,52,113,127,238,59,39,11,0,0,0,0,0,0,0,0,0,1428,200,174,252,10,35,12,22,54,125,183,258,49,49,0,5,0,0,0,0,0,0,0,0,51,59,416200,2,0,0
"Block Group 2, Census Tract 4163, Fairfax County, Virginia",510594163002,528,4,15,67,28,24,6,11,3,8,11,13,13,23,49,129,24,15,21,19,15,17,4,9,548,12,25,44,42,21,0,0,30,28,9,18,0,62,44,51,34,36,0,25,9,24,19,15,51,59,416300,2,177,88
"Block Group 1, Census Tract 4201, Fairfax County, Virginia",510594201001,652,37,72,45,16,0,9,35,10,104,19,57,75,29,63,19,0,36,0,0,16,10,0,0,553,11,8,45,11,26,0,25,34,38,18,36,33,15,144,19,20,0,30,0,15,10,15,0,51,59,420100,1,96,35
"Block Group 1, Census Tract 4202.01, Fairfax County, Virginia",510594202011,642,25,68,41,15,19,0,0,15,10,12,26,48,82,24,61,72,0,29,1,44,28,10,12,796,34,61,44,39,21,19,0,19,21,24,51,114,30,44,52,0,85,0,48,42,20,10,18,51,59,420201,1,262,98
"Block Group 2, Census Tract 4202.01, Fairfax County, Virginia",510594202012,935,62,16,44,110,17,0,0,80,9,94,100,114,34,96,47,0,67,19,18,0,0,8,0,661,18,36,45,11,15,28,0,12,0,38,29,51,77,83,80,37,29,7,16,23,0,26,0,51,59,420201,2,117,34
"Block Group 1, Census Tract 4202.02, Fairfax County, Virginia",510594202021,879,73,61,38,7,0,0,0,23,238,98,72,44,37,53,68,0,6,20,19,9,13,0,0,904,6,0,20,0,26,0,0,128,142,80,149,26,92,81,6,32,47,23,0,0,34,12,0,51,59,420202,1,130,59
"Block Group 2, Census Tract 4202.02, Fairfax County, Virginia",510594202022,196,0,0,0,0,0,0,0,0,15,9,41,21,60,6,0,27,0,8,0,0,9,0,0,185,0,0,0,0,0,21,0,0,8,54,56,8,0,0,15,15,0,0,0,8,0,0,0,51,59,420202,2,25,9
"Block Group 1, Census Tract 4203, Fairfax County, Virginia",510594203001,1210,57,137,62,59,32,0,0,84,62,15,111,98,62,119,114,22,58,14,18,14,72,0,0,1070,68,131,68,17,52,0,0,31,0,98,88,106,104,48,56,56,30,13,0,48,17,22,17,51,59,420300,1,235,128
"Block Group 2, Census Tract 4203, Fairfax County, Virginia",510594203002,1118,55,169,104,90,0,0,32,0,66,47,86,49,99,149,65,0,7,0,17,48,15,14,6,980,49,47,13,16,0,0,0,47,46,52,139,208,84,100,8,0,19,64,0,19,44,15,10,51,59,420300,2,252,104
"Block Group 4, Census Tract 4203, Fairfax County, Virginia",510594203004,521,67,74,13,0,0,0,0,0,75,0,29,116,30,41,18,23,0,0,0,0,19,16,0,415,0,22,45,0,0,0,0,0,53,2,19,75,76,0,14,16,40,0,16,0,17,0,20,51,59,420300,4,88,72
"Block Group 1, Census Tract 4204, Fairfax County, Virginia",510594204001,835,50,0,27,0,0,0,0,0,93,177,176,91,73,76,0,39,0,11,4,18,0,0,0,946,66,17,35,0,0,0,23,0,155,149,171,71,115,85,26,4,17,0,6,6,0,0,0,51,59,420400,1,45,0
"Block Group 1, Census Tract 4205.01, Fairfax County, Virginia",510594205011,443,3,0,0,36,0,0,0,27,6,85,0,2,13,15,72,0,34,52,13,3,68,0,14,518,34,0,0,0,0,0,1,0,45,48,0,7,14,16,52,11,41,17,15,90,29,64,34,51,59,420501,1,399,209
"Block Group 1, Census Tract 4205.02, Fairfax County, Virginia",510594205021,1091,173,13,34,18,41,0,0,12,39,91,103,53,60,62,43,67,13,23,45,63,94,20,24,979,47,17,18,0,16,0,17,27,95,85,20,68,56,73,91,1,49,9,33,163,67,19,8,51,59,420502,1,568,232
"Block Group 1, Census Tract 4205.03, Fairfax County, Virginia",510594205031,424,8,14,14,9,0,34,45,34,26,73,23,48,0,42,0,0,22,10,10,12,0,0,0,349,12,25,11,14,0,14,0,24,0,39,21,43,53,0,29,10,25,0,10,9,0,0,10,51,59,420503,1,61,10
"Block Group 2, Census Tract 4205.03, Fairfax County, Virginia",510594205032,812,41,7,0,0,0,0,11,93,112,116,90,47,76,0,94,33,57,0,8,27,0,0,0,877,108,25,21,0,0,0,0,18,132,196,88,47,32,20,60,42,7,7,0,11,63,0,0,51,59,420503,2,116,63
"Block Group 3, Census Tract 4205.03, Fairfax County, Virginia",510594205033,464,33,0,24,10,0,49,0,0,48,66,46,45,13,112,9,0,0,0,0,9,0,0,0,508,0,27,0,91,14,0,0,51,72,53,47,10,115,0,0,0,0,0,0,28,0,0,0,51,59,420503,3,37,0
"Block Group 1, Census Tract 4206, Fairfax County, Virginia",510594206001,987,25,28,26,32,21,0,47,13,11,222,93,76,198,108,28,0,33,0,19,0,7,0,0,759,28,29,82,0,0,0,0,0,118,78,170,48,170,0,20,9,0,7,0,0,0,0,0,51,59,420600,1,33,7
"Block Group 2, Census Tract 4206, Fairfax County, Virginia",510594206002,526,69,22,83,0,13,0,0,37,45,62,0,0,38,12,78,0,18,0,33,3,13,0,0,787,91,0,53,103,0,0,0,27,42,69,155,41,45,24,0,51,36,12,0,38,0,0,0,51,59,420600,2,99,13
"Block Group 3, Census Tract 601.02, Grayson County, Virginia",510770601023,507,55,45,9,20,0,0,0,0,29,21,1,36,11,77,0,36,34,57,7,30,30,0,9,727,19,66,103,8,0,24,0,25,18,64,36,30,52,0,24,55,0,9,85,43,24,34,8,51,77,60102,3,336,105
"Block Group 4, Census Tract 601.02, Grayson County, Virginia",510770601024,491,7,0,40,6,56,0,16,24,0,25,22,29,27,58,63,18,8,16,6,21,17,24,8,515,17,0,0,10,19,0,19,38,0,33,18,29,47,27,48,37,27,10,18,35,52,23,8,51,77,60102,4,238,132
"Block Group 2, Census Tract 602.01, Grayson County, Virginia",510770602012,465,4,18,11,35,0,0,0,0,20,19,45,39,27,22,52,30,18,52,12,9,26,23,3,645,124,22,61,9,0,0,0,0,28,12,65,37,24,25,20,71,19,27,16,10,48,15,12,51,77,60201,2,253,127
"Block Group 3, Census Tract 602.01, Grayson County, Virginia",510770602013,1375,57,12,13,17,2,16,26,83,208,190,133,123,171,64,86,17,45,45,8,33,0,3,23,410,7,51,16,18,18,7,0,25,36,21,10,35,24,43,15,2,24,0,13,16,17,1,11,51,77,60201,3,170,55
"Block Group 2, Census Tract 602.02, Grayson County, Virginia",510770602022,568,14,71,61,38,0,6,0,14,22,11,27,21,21,34,49,30,11,16,21,38,27,29,7,683,0,20,20,39,0,0,0,0,13,3,85,14,61,65,34,26,36,0,35,47,117,14,54,51,77,60202,2,405,248
"Block Group 1, Census Tract 603, Grayson County, Virginia",510770603001,595,23,16,16,3,0,12,12,0,109,12,18,54,44,59,45,11,31,35,20,21,41,0,13,503,11,7,17,0,0,0,0,19,76,28,25,0,24,60,35,36,13,8,28,53,20,21,22,51,77,60300,1,282,117
"Block Group 2, Census Tract 603, Grayson County, Virginia",510770603002,387,11,5,21,17,7,17,0,31,8,25,2,44,53,31,7,11,14,9,14,17,26,11,6,348,0,15,8,19,3,0,0,13,15,33,5,30,30,1,12,2,22,33,16,43,16,5,27,51,77,60300,2,223,91
"Block Group 1, Census Tract 301.02, Greene County, Virginia",510790301021,806,10,89,28,21,23,70,0,30,98,1,26,51,52,70,32,37,28,43,29,33,35,0,0,664,29,75,30,0,0,0,0,0,33,40,36,30,25,85,55,63,20,15,15,77,36,0,0,51,79,30102,1,283,71
"Block Group 3, Census Tract 301.02, Greene County, Virginia",510790301023,766,0,19,37,32,69,0,30,22,55,82,94,51,10,87,47,17,54,0,40,20,0,0,0,775,0,19,80,24,51,46,0,70,29,48,0,22,128,86,42,17,25,16,0,52,20,0,0,51,79,30102,3,148,20
"Block Group 4, Census Tract 301.02, Greene County, Virginia",510790301024,499,0,27,45,71,29,0,21,29,27,19,63,27,0,34,17,0,16,0,31,43,0,0,0,847,35,0,220,14,10,18,0,0,0,0,93,18,45,39,0,0,95,56,15,18,108,45,18,51,79,30102,4,334,171
"Block Group 2, Census Tract 302.01, Greene County, Virginia",510790302012,1276,106,111,9,63,0,9,28,70,69,198,185,16,40,48,102,5,30,97,12,16,41,21,0,1139,87,53,34,0,22,0,21,172,120,38,174,81,23,51,64,0,23,111,23,10,21,0,11,51,79,30201,2,363,94
"Block Group 3, Census Tract 302.01, Greene County, Virginia",510790302013,782,83,130,79,0,40,0,0,0,0,36,24,31,101,0,59,32,29,13,23,59,23,0,20,702,0,107,15,33,0,0,0,0,23,0,0,40,79,91,48,17,26,27,76,47,12,21,40,51,79,30201,3,361,116
"Block Group 1, Census Tract 302.02, Greene County, Virginia",510790302021,846,58,114,80,0,0,0,0,59,15,51,47,85,57,69,29,43,32,0,0,74,0,0,33,727,0,68,0,63,0,0,0,62,7,110,96,37,41,52,70,0,20,0,14,27,24,36,0,51,79,30202,1,208,93
"Block Group 2, Census Tract 302.02, Greene County, Virginia",510790302022,1136,146,20,109,4,0,0,0,0,194,31,24,119,117,90,89,17,0,15,45,57,59,0,0,1265,178,82,28,25,17,11,0,33,280,124,95,42,112,85,22,0,8,32,25,30,36,0,0,51,79,30202,2,299,95
"Block Group 2, Census Tract 8801.01, Greensville County, Virginia",510818801012,347,44,0,8,14,0,0,83,0,15,0,0,0,69,16,0,16,10,0,13,16,43,0,0,685,80,48,74,0,15,0,0,81,42,40,0,0,60,27,7,0,80,9,19,40,36,27,0,51,81,880101,2,203,106
"Block Group 3, Census Tract 8801.01, Greensville County, Virginia",510818801013,621,24,11,84,4,16,0,39,9,88,68,47,15,37,48,43,6,19,17,0,24,22,0,0,695,88,23,24,12,7,0,7,28,80,33,61,45,15,40,12,7,51,19,7,73,34,25,4,51,81,880101,3,225,85
"Block Group 1, Census Tract 8801.02, Greensville County, Virginia",510818801021,3166,0,0,0,0,0,15,27,157,550,480,460,324,402,256,290,53,82,24,26,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,81,880102,1,70,0
"Block Group 1, Census Tract 8802, Greensville County, Virginia",510818802001,572,18,19,16,0,36,19,0,16,0,20,65,9,18,48,123,5,24,33,8,25,13,8,49,607,3,21,35,34,16,0,0,16,0,104,11,35,67,30,0,47,31,6,24,68,11,14,34,51,81,880200,1,293,129
"Block Group 3, Census Tract 8802, Greensville County, Virginia",510818802003,815,112,103,28,0,0,0,0,0,125,101,0,0,65,45,32,12,21,43,53,32,12,22,9,710,62,28,78,0,0,0,0,70,40,4,66,0,19,80,14,32,25,27,49,39,21,34,22,51,81,880200,3,363,120
"Block Group 1, Census Tract 9301, Halifax County, Virginia",510839301001,460,25,7,10,9,0,15,25,0,20,10,2,6,30,4,25,26,9,43,33,59,46,19,37,361,0,0,7,0,0,0,0,16,13,0,0,58,10,0,97,35,0,50,14,0,17,23,21,51,83,930100,1,362,163
"Block Group 2, Census Tract 9301, Halifax County, Virginia",510839301002,388,54,26,5,4,0,0,0,104,8,36,1,0,26,41,17,4,29,0,0,10,15,8,0,493,90,33,7,14,56,0,0,0,59,0,38,0,26,69,45,14,0,7,9,8,0,9,9,51,83,930100,2,75,41
"Block Group 3, Census Tract 9301, Halifax County, Virginia",510839301003,958,144,30,0,38,0,25,20,4,29,53,110,90,33,8,28,0,60,26,233,27,0,0,0,631,0,70,34,19,0,0,0,0,8,90,43,11,61,43,80,31,35,5,9,7,27,32,26,51,83,930100,3,392,85
"Block Group 1, Census Tract 9302.02, Halifax County, Virginia",510839302021,416,19,9,16,34,0,6,0,0,17,50,30,14,0,0,68,28,48,0,11,42,13,11,0,327,33,3,7,24,0,0,0,0,52,0,4,11,0,26,47,0,57,10,0,9,37,7,0,51,83,930202,1,140,68
"Block Group 2, Census Tract 9302.02, Halifax County, Virginia",510839302022,447,0,11,34,12,83,0,0,0,16,5,7,65,31,18,83,0,22,15,37,4,4,0,0,466,0,4,30,14,0,0,0,30,9,16,20,0,48,9,91,12,26,3,25,41,43,0,45,51,83,930202,2,217,92
"Block Group 3, Census Tract 9302.02, Halifax County, Virginia",510839302023,335,10,1,3,8,0,0,0,0,47,16,0,0,0,3,78,69,31,0,11,9,17,14,18,252,0,0,18,0,0,0,0,0,77,2,8,0,10,0,30,0,9,0,7,35,50,6,0,51,83,930202,3,167,105
"Block Group 1, Census Tract 9302.03, Halifax County, Virginia",510839302031,251,0,0,37,0,0,0,0,0,20,0,0,0,19,73,24,0,18,26,21,13,0,0,0,339,0,0,37,27,0,0,0,0,30,0,60,0,0,1,84,29,12,30,0,0,0,29,0,51,83,930203,1,119,29
"Block Group 2, Census Tract 9302.03, Halifax County, Virginia",510839302032,586,0,38,146,0,0,0,0,90,0,0,0,35,94,61,0,0,0,0,0,40,0,82,0,621,40,0,27,66,0,0,0,134,0,13,39,29,93,96,0,0,0,11,0,44,19,0,10,51,83,930203,2,206,111
"Block Group 3, Census Tract 9302.03, Halifax County, Virginia",510839302033,375,0,0,44,0,0,0,76,0,0,18,25,0,0,23,34,0,11,13,12,66,53,0,0,444,0,43,0,0,0,0,0,0,0,0,0,0,35,29,0,19,4,0,62,147,32,39,34,51,83,930203,3,458,158
"Block Group 1, Census Tract 9302.04, Halifax County, Virginia",510839302041,267,0,13,39,0,0,0,0,0,0,29,12,0,67,12,20,0,0,0,14,8,26,27,0,216,26,52,12,23,0,0,0,0,19,18,13,0,14,0,0,0,0,0,7,0,12,0,20,51,83,930204,1,114,85
"Block Group 2, Census Tract 9302.04, Halifax County, Virginia",510839302042,556,46,71,24,37,0,1,0,0,62,0,37,32,22,35,0,16,0,0,56,70,0,47,0,452,0,30,20,24,0,0,0,0,8,0,42,40,35,18,12,0,19,43,7,103,34,17,0,51,83,930204,2,377,98
"Block Group 1, Census Tract 9303.01, Halifax County, Virginia",510839303011,550,66,22,0,0,61,0,0,0,13,14,12,131,26,73,46,13,27,0,6,20,11,0,9,655,16,77,44,0,0,0,0,81,27,23,15,118,70,65,25,12,46,18,6,0,0,0,12,51,83,930301,1,82,32
"Block Group 2, Census Tract 9303.01, Halifax County, Virginia",510839303012,697,17,38,79,13,0,22,0,42,29,11,13,41,42,31,57,8,10,40,64,77,40,23,0,568,25,0,0,0,0,0,33,46,29,0,0,26,18,45,62,12,96,33,44,11,26,24,38,51,83,930301,2,420,151
"Block Group 1, Census Tract 9303.02, Halifax County, Virginia",510839303021,863,147,159,12,0,35,17,0,0,62,11,28,11,130,20,19,29,0,13,36,50,76,0,8,672,0,26,40,39,18,0,0,0,40,0,28,85,139,19,52,16,0,0,73,56,11,25,5,51,83,930302,1,353,125
"Block Group 3, Census Tract 9303.02, Halifax County, Virginia",510839303023,628,0,75,0,18,0,0,0,33,50,20,22,21,46,0,20,62,144,24,0,65,14,14,0,474,26,8,21,0,0,0,0,0,0,37,0,39,38,31,48,16,28,0,0,111,46,0,25,51,83,930302,3,299,99
"Block Group 1, Census Tract 9304, Halifax County, Virginia",510839304001,509,0,36,45,107,0,0,0,0,33,3,40,29,8,28,62,11,62,9,8,26,0,2,0,490,21,6,15,0,37,0,0,13,8,31,50,32,17,26,54,47,0,1,24,60,10,29,9,51,83,930400,1,178,50
"Block Group 3, Census Tract 9304, Halifax County, Virginia",510839304003,345,0,38,0,0,0,0,0,27,110,8,0,7,9,25,27,0,43,10,0,7,13,21,0,365,24,20,0,0,14,0,12,0,0,38,61,27,5,0,80,0,33,18,17,9,0,0,7,51,83,930400,3,102,41
"Block Group 4, Census Tract 9304, Halifax County, Virginia",510839304004,263,3,0,28,31,0,0,0,1,22,29,0,20,0,14,19,17,4,47,0,9,2,14,3,281,48,0,22,0,0,0,0,13,18,23,0,25,13,8,29,9,12,0,2,20,0,9,30,51,83,930400,4,136,58
"Block Group 2, Census Tract 9305, Halifax County, Virginia",510839305002,417,27,12,15,28,2,15,8,45,44,35,0,22,16,42,41,0,0,40,0,9,0,0,16,353,42,16,17,0,0,0,0,43,9,33,11,41,16,41,0,0,0,10,28,9,9,8,20,51,83,930500,2,149,53
"Block Group 3, Census Tract 9305, Halifax County, Virginia",510839305003,508,28,52,19,31,0,0,0,22,4,36,9,5,18,58,12,0,6,33,0,52,0,57,66,404,0,8,0,0,72,0,0,28,14,36,0,15,50,5,25,37,14,17,14,34,17,9,9,51,83,930500,3,308,158
"Block Group 1, Census Tract 9306.01, Halifax County, Virginia",510839306011,515,73,0,0,0,0,0,0,0,0,0,98,0,37,133,11,0,11,0,16,27,109,0,0,997,44,134,169,0,0,0,0,23,73,18,20,72,16,47,42,14,33,0,69,53,0,68,102,51,83,930601,1,444,279
"Block Group 2, Census Tract 9306.01, Halifax County, Virginia",510839306012,547,25,12,12,9,4,0,44,23,60,77,38,36,2,33,36,40,21,9,10,15,17,16,8,492,23,18,15,6,0,0,0,5,16,27,28,3,33,52,37,11,15,65,19,25,21,12,61,51,83,930601,2,278,135
"Block Group 4, Census Tract 214, Montgomery County, Virginia",511210214004,319,14,0,29,0,28,0,0,0,22,0,16,62,0,0,20,0,0,0,0,113,15,0,0,309,0,0,22,0,25,0,0,0,22,0,100,11,23,0,20,0,0,0,46,40,0,0,0,51,121,21400,4,214,15
"Block Group 1, Census Tract 215.01, Montgomery County, Virginia",511210215011,1009,14,67,99,75,54,0,0,0,0,96,111,115,134,70,13,13,63,0,0,0,70,15,0,720,21,26,13,0,18,0,0,0,52,50,22,59,17,85,131,37,29,48,0,29,18,48,17,51,121,21501,1,245,168
"Block Group 2, Census Tract 215.01, Montgomery County, Virginia",511210215012,1050,60,157,19,0,20,0,0,10,119,159,23,43,51,173,44,14,30,16,15,45,52,0,0,1264,168,29,76,80,20,24,22,79,158,61,17,42,31,129,68,37,15,13,26,105,30,17,17,51,121,21501,2,336,116
"Block Group 3, Census Tract 215.01, Montgomery County, Virginia",511210215013,122,0,0,42,0,0,0,0,0,0,21,0,0,15,21,14,0,0,0,9,0,0,0,0,95,0,0,20,0,0,0,0,0,0,0,17,0,11,25,13,0,0,0,0,9,0,0,0,51,121,21501,3,18,0
"Block Group 1, Census Tract 215.02, Montgomery County, Virginia",511210215021,1101,0,139,91,38,12,15,0,22,87,61,10,215,51,42,81,22,94,4,70,15,14,18,0,1118,97,92,38,23,0,0,0,21,73,67,12,90,87,67,142,35,80,90,35,12,14,36,7,51,121,21502,1,315,89
"Block Group 2, Census Tract 215.02, Montgomery County, Virginia",511210215022,829,0,0,33,7,0,0,0,0,109,43,64,0,17,164,128,119,42,14,31,33,8,17,0,965,50,20,30,20,39,0,0,0,21,17,22,31,52,129,63,160,93,75,7,57,59,20,0,51,121,21502,2,321,104
"Block Group 1, Census Tract 9501.01, Nelson County, Virginia",511259501011,856,63,85,89,28,42,58,0,28,83,0,66,0,19,36,57,26,19,78,29,29,0,21,0,719,0,51,17,0,24,0,97,35,59,14,82,0,17,41,70,0,69,27,66,30,9,11,0,51,125,950101,1,300,41
"Block Group 2, Census Tract 9501.01, Nelson County, Virginia",511259501012,899,75,38,80,41,0,53,0,44,27,10,91,42,16,76,55,98,20,53,0,0,11,10,59,759,0,51,0,17,0,20,0,13,25,84,92,35,20,45,50,47,55,21,35,53,0,44,52,51,125,950101,2,338,176
"Block Group 1, Census Tract 9501.02, Nelson County, Virginia",511259501021,942,125,34,36,0,26,47,47,123,14,85,0,42,55,90,80,0,33,0,17,38,37,13,0,718,53,0,8,24,0,0,0,30,81,18,0,27,174,73,44,13,18,11,11,35,55,34,9,51,125,950102,1,260,148
"Block Group 2, Census Tract 9501.02, Nelson County, Virginia",511259501022,229,0,10,0,0,0,0,0,0,35,0,9,23,14,0,51,0,0,15,0,44,28,0,0,368,0,94,0,19,0,0,0,0,0,0,24,0,0,132,16,17,0,9,0,48,0,0,9,51,125,950102,2,153,37
"Block Group 1, Census Tract 9502.01, Nelson County, Virginia",511259502011,452,0,12,42,24,0,0,3,26,0,38,17,44,36,42,17,0,0,41,47,0,63,0,0,390,0,19,0,0,0,0,0,0,0,0,61,24,25,18,60,26,26,12,28,76,0,15,0,51,125,950201,1,282,78
"Block Group 2, Census Tract 9502.01, Nelson County, Virginia",511259502012,674,81,29,0,12,0,33,0,0,108,50,13,26,12,50,64,11,51,22,83,0,14,15,0,716,68,26,9,0,0,0,0,21,18,79,0,25,35,24,109,19,39,18,154,21,51,0,0,51,125,950201,2,378,80
"Block Group 2, Census Tract 9502.02, Nelson County, Virginia",511259502022,728,0,0,0,0,0,0,0,0,51,19,11,47,12,19,25,26,111,19,105,123,83,77,0,851,19,64,42,0,55,0,0,0,0,21,24,71,31,14,13,12,115,57,111,74,64,53,11,51,125,950202,2,777,288
"Block Group 2, Census Tract 9503, Nelson County, Virginia",511259503002,249,0,57,3,45,0,0,0,0,0,0,36,48,0,0,0,0,30,1,21,0,8,0,0,387,0,15,66,0,0,57,0,0,0,16,33,67,2,15,8,0,38,0,31,22,0,5,12,51,125,950300,2,100,25
"Block Group 3, Census Tract 9503, Nelson County, Virginia",511259503003,322,0,0,0,32,0,0,12,0,22,0,5,26,21,14,31,19,0,43,57,20,20,0,0,496,0,0,0,27,14,0,0,18,0,14,0,51,26,10,43,18,10,42,9,28,4,0,182,51,125,950300,3,405,206
"Block Group 1, Census Tract 7001, New Kent County, Virginia",511277001001,854,74,0,175,28,0,0,22,14,30,141,56,13,67,91,48,12,36,15,14,0,18,0,0,901,37,111,58,12,10,0,0,0,74,134,0,16,50,73,40,69,70,17,31,44,4,39,12,51,127,700100,1,194,73
"Block Group 3, Census Tract 7001, New Kent County, Virginia",511277001003,995,16,30,33,0,17,0,16,0,155,9,157,34,50,78,135,44,40,53,18,45,54,11,0,1038,14,47,0,64,14,0,0,77,143,0,16,174,26,36,178,42,59,0,28,59,22,13,26,51,127,700100,3,329,126
"Block Group 1, Census Tract 7002, New Kent County, Virginia",511277002001,547,34,89,0,20,20,0,0,0,17,45,182,18,26,0,0,27,6,3,0,31,0,13,16,513,89,12,0,19,0,89,0,0,25,17,58,25,21,0,31,0,0,13,0,42,72,0,0,51,127,700200,1,190,101
"Block Group 3, Census Tract 7002, New Kent County, Virginia",511277002003,688,37,64,24,43,0,0,0,12,33,0,68,17,13,63,31,66,12,24,126,15,17,23,0,965,0,38,92,0,9,34,0,0,46,36,42,36,48,63,71,64,43,30,87,48,178,0,0,51,127,700200,3,548,218
"Block Group 4, Census Tract 7002, New Kent County, Virginia",511277002004,877,55,11,20,35,51,0,0,143,0,17,127,42,13,68,102,0,28,87,41,15,22,0,0,774,23,33,10,14,0,0,0,37,0,166,21,35,79,167,49,17,17,35,10,41,11,9,0,51,127,700200,4,271,42
"Block Group 2, Census Tract 7003.01, New Kent County, Virginia",511277003012,539,14,19,47,16,2,0,0,0,29,7,12,11,60,29,53,0,72,0,5,73,85,5,0,430,8,7,32,0,6,0,0,2,31,33,6,29,27,36,25,15,19,52,81,16,5,0,0,51,127,700301,2,322,95
"Block Group 3, Census Tract 7003.01, New Kent County, Virginia",511277003013,1567,231,197,84,60,16,0,0,20,77,29,83,8,160,109,131,23,105,22,19,111,48,34,0,1374,86,125,92,104,0,0,0,0,22,125,91,83,67,44,191,133,91,7,10,47,56,0,0,51,127,700301,3,354,138
"Block Group 2, Census Tract 7003.02, New Kent County, Virginia",511277003022,1283,22,16,0,53,34,0,20,36,129,287,32,159,125,37,106,30,56,26,86,14,0,15,0,820,21,89,37,23,27,2,7,54,30,85,78,25,123,0,78,2,65,0,28,13,0,2,31,51,127,700302,2,215,48
"Block Group 1, Census Tract 9301, Northampton County, Virginia",511319301001,295,3,15,39,8,0,0,0,0,10,0,10,26,11,16,23,19,44,21,0,8,42,0,0,335,4,2,0,0,0,0,0,8,0,0,17,26,5,9,16,0,33,9,23,122,9,0,52,51,131,930100,1,286,103
"Block Group 3, Census Tract 9301, Northampton County, Virginia",511319301003,533,39,36,55,63,25,0,0,19,22,36,16,37,65,28,7,18,19,23,0,14,9,2,0,604,59,50,8,15,64,0,9,17,23,60,37,59,24,34,48,16,9,1,0,26,4,33,8,51,131,930100,3,120,56
"Block Group 4, Census Tract 9301, Northampton County, Virginia",511319301004,451,15,40,13,10,0,3,0,0,55,16,5,12,39,20,60,2,43,29,22,28,23,16,0,566,47,53,11,9,33,0,0,0,47,15,32,8,61,25,117,7,8,12,1,41,15,11,13,51,131,930100,4,211,78
"Block Group 2, Census Tract 9302, Northampton County, Virginia",511319302002,261,15,0,23,0,0,0,0,0,0,27,22,19,0,15,29,3,14,6,49,0,25,14,0,423,0,96,8,8,0,0,0,16,0,8,54,0,6,59,15,37,11,16,33,28,10,0,18,51,131,930200,2,199,67
"Block Group 3, Census Tract 9302, Northampton County, Virginia",511319302003,604,34,1,45,18,47,0,23,16,51,36,27,55,56,9,67,33,25,5,0,10,41,1,4,562,8,3,101,29,0,51,0,9,5,79,33,48,37,8,13,60,55,4,0,3,4,6,6,51,131,930200,3,84,62
"Block Group 1, Census Tract 9303.01, Northampton County, Virginia",511319303011,468,16,51,6,4,7,0,0,36,44,29,15,72,15,26,20,1,50,0,16,3,23,0,34,698,63,13,56,23,0,7,0,5,16,50,48,20,9,19,38,14,24,36,19,12,60,36,130,51,131,930301,1,369,283
