NAME,GEO_ID,C17002_002E,C17002_003E,C17002_004E,C17002_005E,C17002_006E,C17002_007E,C17002_008E,state,county,tract,block group
"Block Group 3, Census Tract 24, Norfolk city, Virginia",517100024003,246,102,32,44,25,6,664,51,710,2400,3
"Block Group 1, Census Tract 26, Norfolk city, Virginia",517100026001,699,251,66,65,42,32,98,51,710,2600,1
"Block Group 3, Census Tract 26, Norfolk city, Virginia",517100026003,67,64,8,18,112,40,362,51,710,2600,3
"Block Group 3, Census Tract 27, Norfolk city, Virginia",517100027003,138,203,132,34,24,73,767,51,710,2700,3
"Block Group 3, Census Tract 28, Norfolk city, Virginia",517100028003,0,34,15,61,166,37,842,51,710,2800,3
"Block Group 1, Census Tract 35.01, Norfolk city, Virginia",517100035011,148,408,65,0,59,0,116,51,710,3501,1
"Block Group 4, Census Tract 35.01, Norfolk city, Virginia",517100035014,174,122,128,0,0,0,216,51,710,3501,4
"Block Group 2, Census Tract 37, Norfolk city, Virginia",517100037002,68,73,32,94,69,31,1055,51,710,3700,2
"Block Group 3, Census Tract 38, Norfolk city, Virginia",517100038003,26,62,0,8,106,17,692,51,710,3800,3
"Block Group 2, Census Tract 40.02, Norfolk city, Virginia",517100040022,95,0,21,0,17,21,289,51,710,4002,2
"Block Group 1, Census Tract 42, Norfolk city, Virginia",517100042001,10,58,0,54,104,0,41,51,710,4200,1
"Block Group 1, Census Tract 43, Norfolk city, Virginia",517100043001,9,650,193,98,56,0,495,51,710,4300,1
"Block Group 4, Census Tract 43, Norfolk city, Virginia",517100043004,14,0,8,0,0,0,211,51,710,4300,4
"Block Group 3, Census Tract 44, Norfolk city, Virginia",517100044003,12,597,43,0,0,208,0,51,710,4400,3
"Block Group 2, Census Tract 46, Norfolk city, Virginia",517100046002,404,259,111,31,32,95,107,51,710,4600,2
"Block Group 1, Census Tract 48, Norfolk city, Virginia",517100048001,793,709,105,130,155,62,97,51,710,4800,1
"Block Group 1, Census Tract 49, Norfolk city, Virginia",517100049001,56,44,27,152,13,114,1517,51,710,4900,1
"Block Group 1, Census Tract 50, Norfolk city, Virginia",517100050001,122,49,0,0,88,21,494,51,710,5000,1
"Block Group 1, Census Tract 51, Norfolk city, Virginia",517100051001,105,85,0,0,2,0,567,51,710,5100,1
"Block Group 4, Census Tract 51, Norfolk city, Virginia",517100051004,28,226,10,126,65,153,0,51,710,5100,4
"Block Group 3, Census Tract 55, Norfolk city, Virginia",517100055003,29,69,21,0,24,15,975,51,710,5500,3
"Block Group 2, Census Tract 59.01, Norfolk city, Virginia",517100059012,279,412,390,110,107,0,539,51,710,5901,2
"Block Group 1, Census Tract 59.02, Norfolk city, Virginia",517100059021,16,255,20,0,0,0,672,51,710,5902,1
"Block Group 4, Census Tract 59.02, Norfolk city, Virginia",517100059024,6,54,83,13,144,37,672,51,710,5902,4
"Block Group 1, Census Tract 60, Norfolk city, Virginia",517100060001,100,0,55,23,174,66,473,51,710,6000,1
"Block Group 1, Census Tract 61, Norfolk city, Virginia",517100061001,73,198,183,57,144,130,1812,51,710,6100,1
"Block Group 4, Census Tract 61, Norfolk city, Virginia",517100061004,58,202,113,0,0,0,1601,51,710,6100,4
"Block Group 2, Census Tract 62, Norfolk city, Virginia",517100062002,180,65,39,233,122,185,999,51,710,6200,2
"Block Group 2, Census Tract 64, Norfolk city, Virginia",517100064002,102,266,161,54,139,43,810,51,710,6400,2
"Block Group 3, Census Tract 65.01, Norfolk city, Virginia",517100065013,24,74,0,0,7,61,241,51,710,6501,3
"Block Group 3, Census Tract 65.02, Norfolk city, Virginia",517100065023,28,0,0,19,12,0,488,51,710,6502,3
"Block Group 2, Census Tract 101, Albemarle County, Virginia",510030101002,77,76,34,12,67,0,748,51,3,10100,2
"Block Group 1, Census Tract 104.02, Albemarle County, Virginia",510030104021,0,0,0,13,26,75,747,51,3,10402,1
"Block Group 1, Census Tract 105.01, Albemarle County, Virginia",510030105011,0,27,0,0,31,31,1147,51,3,10501,1
"Block Group 2, Census Tract 105.02, Albemarle County, Virginia",510030105022,24,0,0,0,17,12,1340,51,3,10502,2
"Block Group 2, Census Tract 106.02, Albemarle County, Virginia",510030106022,18,0,44,84,14,0,1351,51,3,10602,2
"Block Group 2, Census Tract 106.03, Albemarle County, Virginia",510030106032,12,68,32,0,7,0,393,51,3,10603,2
"Block Group 3, Census Tract 106.04, Albemarle County, Virginia",510030106043,0,0,0,0,0,0,2280,51,3,10604,3
"Block Group 1, Census Tract 107.02, Albemarle County, Virginia",510030107021,47,0,0,18,0,0,907,51,3,10702,1
"Block Group 1, Census Tract 108.01, Albemarle County, Virginia",510030108011,33,147,0,0,164,44,729,51,3,10801,1
"Block Group 1, Census Tract 108.02, Albemarle County, Virginia",510030108021,60,0,0,101,1,0,944,51,3,10802,1
"Block Group 2, Census Tract 109.01, Albemarle County, Virginia",510030109012,15,4,23,0,29,6,162,51,3,10901,2
"Block Group 3, Census Tract 109.04, Albemarle County, Virginia",510030109043,61,0,0,0,0,0,0,51,3,10904,3
"Block Group 3, Census Tract 110, Albemarle County, Virginia",510030110003,58,0,0,17,0,0,1635,51,3,11000,3
"Block Group 1, Census Tract 111.01, Albemarle County, Virginia",510030111011,5,0,0,0,98,0,1029,51,3,11101,1
"Block Group 1, Census Tract 111.02, Albemarle County, Virginia",510030111021,0,14,20,20,65,18,1118,51,3,11102,1
"Block Group 2, Census Tract 111.03, Albemarle County, Virginia",510030111032,101,72,0,42,16,0,293,51,3,11103,2
"Block Group 2, Census Tract 113.02, Albemarle County, Virginia",510030113022,24,316,0,330,0,187,631,51,3,11302,2
"Block Group 1, Census Tract 113.03, Albemarle County, Virginia",510030113031,110,105,0,24,38,10,1238,51,3,11303,1
"Block Group 2, Census Tract 114, Albemarle County, Virginia",510030114002,26,36,9,9,21,6,521,51,3,11400,2
"Block Group 1, Census Tract 701, Alleghany County, Virginia",510050701001,80,19,96,17,37,13,92,51,5,70100,1
"Block Group 4, Census Tract 701, Alleghany County, Virginia",510050701004,277,75,42,9,0,117,452,51,5,70100,4
"Block Group 3, Census Tract 801, Alleghany County, Virginia",510050801003,63,74,121,43,244,116,407,51,5,80100,3
"Block Group 1, Census Tract 802.02, Alleghany County, Virginia",510050802021,306,53,24,41,45,0,548,51,5,80202,1
"Block Group 1, Census Tract 803.01, Alleghany County, Virginia",510050803011,90,112,46,0,103,14,1287,51,5,80301,1
"Block Group 1, Census Tract 9301.01, Amelia County, Virginia",510079301011,25,16,0,58,66,0,985,51,7,930101,1
"Block Group 2, Census Tract 9301.02, Amelia County, Virginia",510079301022,48,0,16,24,335,0,1278,51,7,930102,2
"Block Group 2, Census Tract 9302, Amelia County, Virginia",510079302002,7,15,13,23,169,21,903,51,7,930200,2
"Block Group 1, Census Tract 101, Amherst County, Virginia",510090101001,110,133,9,20,65,17,639,51,9,10100,1
"Block Group 4, Census Tract 101, Amherst County, Virginia",510090101004,58,99,95,224,78,77,1208,51,9,10100,4
"Block Group 2, Census Tract 102.01, Amherst County, Virginia",510090102012,14,99,43,364,51,0,802,51,9,10201,2
"Block Group 2, Census Tract 102.02, Amherst County, Virginia",510090102022,19,5,0,60,38,0,1411,51,9,10202,2
"Block Group 2, Census Tract 401.01, Appomattox County, Virginia",510110401012,49,15,0,0,72,42,759,51,11,40101,2
"Block Group 3, Census Tract 401.02, Appomattox County, Virginia",510110401023,27,97,23,68,79,5,575,51,11,40102,3
"Block Group 3, Census Tract 402, Appomattox County, Virginia",510110402003,68,42,36,193,278,63,1855,51,11,40200,3
"Block Group 3, Census Tract 403, Appomattox County, Virginia",510110403003,81,71,63,248,203,41,664,51,11,40300,3
"Block Group 1, Census Tract 1001, Arlington County, Virginia",510131001001,34,2,0,11,4,39,1399,51,13,100100,1
"Block Group 4, Census Tract 1001, Arlington County, Virginia",510131001004,1,20,0,162,15,0,1589,51,13,100100,4
"Block Group 3, Census Tract 1002, Arlington County, Virginia",510131002003,0,0,0,0,0,0,824,51,13,100200,3
"Block Group 1, Census Tract 1003, Arlington County, Virginia",510131003001,31,0,0,0,0,0,1887,51,13,100300,1
"Block Group 4, Census Tract 1003, Arlington County, Virginia",510131003004,0,33,0,0,0,25,327,51,13,100300,4
"Block Group 2, Census Tract 1004, Arlington County, Virginia",510131004002,20,0,0,0,9,0,747,51,13,100400,2
"Block Group 1, Census Tract 6110.26, Loudoun County, Virginia",511076110261,22,20,173,15,152,121,5735,51,107,611026,1
"Block Group 1, Census Tract 6110.28, Loudoun County, Virginia",511076110281,0,0,0,0,0,0,3646,51,107,611028,1
"Block Group 2, Census Tract 6110.29, Loudoun County, Virginia",511076110292,0,20,0,0,0,0,2312,51,107,611029,2
"Block Group 1, Census Tract 6112.04, Loudoun County, Virginia",511076112041,63,9,11,1,34,0,1891,51,107,611204,1
"Block Group 1, Census Tract 6112.05, Loudoun County, Virginia",511076112051,43,137,22,108,123,430,1336,51,107,611205,1
"Block Group 2, Census Tract 6112.06, Loudoun County, Virginia",511076112062,10,35,38,0,7,0,1438,51,107,611206,2
"Block Group 1, Census Tract 6112.08, Loudoun County, Virginia",511076112081,0,0,78,0,11,0,3347,51,107,611208,1
"Block Group 2, Census Tract 6112.09, Loudoun County, Virginia",511076112092,0,76,0,26,7,110,1829,51,107,611209,2
"Block Group 2, Census Tract 6113, Loudoun County, Virginia",511076113002,0,0,0,0,0,0,462,51,107,611300,2
"Block Group 2, Census Tract 6114, Loudoun County, Virginia",511076114002,39,18,1,0,371,229,1776,51,107,611400,2
"Block Group 2, Census Tract 6115.01, Loudoun County, Virginia",511076115012,0,0,0,0,0,0,76,51,107,611501,2
"Block Group 2, Census Tract 6115.02, Loudoun County, Virginia",511076115022,91,50,62,173,120,0,3116,51,107,611502,2
"Block Group 2, Census Tract 6116.01, Loudoun County, Virginia",511076116012,91,0,22,182,24,68,1976,51,107,611601,2
"Block Group 2, Census Tract 6116.02, Loudoun County, Virginia",511076116022,39,43,6,373,250,91,1965,51,107,611602,2
"Block Group 1, Census Tract 6117.02, Loudoun County, Virginia",511076117021,0,0,0,0,0,0,0,51,107,611702,1
"Block Group 2, Census Tract 6118.03, Loudoun County, Virginia",511076118032,31,159,28,77,0,0,1802,51,107,611803,2
"Block Group 2, Census Tract 6118.04, Loudoun County, Virginia",511076118042,0,0,0,0,0,0,1492,51,107,611804,2
"Block Group 1, Census Tract 6118.05, Loudoun County, Virginia",511076118051,136,51,5,0,0,0,1876,51,107,611805,1
"Block Group 2, Census Tract 6118.12, Loudoun County, Virginia",511076118122,0,0,0,0,251,0,696,51,107,611812,2
"Block Group 3, Census Tract 6118.13, Loudoun County, Virginia",511076118133,15,0,83,365,0,0,688,51,107,611813,3
"Block Group 2, Census Tract 6119.01, Loudoun County, Virginia",511076119012,0,77,0,0,236,0,2285,51,107,611901,2
"Block Group 2, Census Tract 6119.02, Loudoun County, Virginia",511076119022,0,0,75,152,0,0,3414,51,107,611902,2
"Block Group 2, Census Tract 9501.01, Louisa County, Virginia",511099501012,0,0,170,0,0,0,689,51,109,950101,2
"Block Group 2, Census Tract 9501.02, Louisa County, Virginia",511099501022,69,237,15,33,108,0,755,51,109,950102,2
"Block Group 1, Census Tract 9502.01, Louisa County, Virginia",511099502011,32,315,43,41,151,35,1117,51,109,950201,1
"Block Group 1, Census Tract 9502.02, Louisa County, Virginia",511099502021,64,69,18,61,123,44,758,51,109,950202,1
"Block Group 1, Census Tract 9503.01, Louisa County, Virginia",511099503011,30,64,0,42,0,32,1276,51,109,950301,1
"Block Group 2, Census Tract 9503.02, Louisa County, Virginia",511099503022,0,399,41,31,306,52,1648,51,109,950302,2
"Block Group 1, Census Tract 9504, Louisa County, Virginia",511099504001,32,48,133,82,72,8,1009,51,109,950400,1
"Block Group 2, Census Tract 9505, Louisa County, Virginia",511099505002,27,89,11,0,51,12,1057,51,109,950500,2
"Block Group 1, Census Tract 9301, Lunenburg County, Virginia",511119301001,117,94,64,97,81,0,1068,51,111,930100,1
"Block Group 4, Census Tract 9301, Lunenburg County, Virginia",511119301004,92,89,246,1,122,46,323,51,111,930100,4
"Block Group 3, Census Tract 9302, Lunenburg County, Virginia",511119302003,12,19,122,23,150,0,547,51,111,930200,3
"Block Group 2, Census Tract 9303, Lunenburg County, Virginia",511119303002,16,80,280,10,27,10,508,51,111,930300,2
"Block Group 1, Census Tract 9514.02, Mathews County, Virginia",511159514021,153,148,17,132,19,0,1526,51,115,951402,1
"Block Group 2, Census Tract 9301.01, Mecklenburg County, Virginia",511179301012,137,164,7,95,112,14,410,51,117,930101,2
"Block Group 1, Census Tract 9301.04, Mecklenburg County, Virginia",511179301041,135,120,17,0,119,18,1194,51,117,930104,1
"Block Group 2, Census Tract 9302.01, Mecklenburg County, Virginia",511179302012,105,76,0,30,17,0,629,51,117,930201,2
"Block Group 2, Census Tract 9302.02, Mecklenburg County, Virginia",511179302022,0,40,59,25,11,64,320,51,117,930202,2
"Block Group 3, Census Tract 9303, Mecklenburg County, Virginia",511179303003,83,60,115,0,147,0,701,51,117,930300,3
"Block Group 1, Census Tract 9304.02, Mecklenburg County, Virginia",511179304021,64,179,113,84,106,155,802,51,117,930402,1
"Block Group 1, Census Tract 66.02, Norfolk city, Virginia",517100066021,12,5,0,8,15,6,475,51,710,6602,1
"Block Group 2, Census Tract 66.03, Norfolk city, Virginia",517100066032,27,66,36,12,26,126,610,51,710,6603,2
"Block Group 1, Census Tract 66.05, Norfolk city, Virginia",517100066051,33,10,24,0,100,0,970,51,710,6605,1
"Block Group 2, Census Tract 66.06, Norfolk city, Virginia",517100066062,4,7,36,22,18,17,741,51,710,6606,2
"Block Group 1, Census Tract 66.07, Norfolk city, Virginia",517100066071,31,0,27,59,26,18,1214,51,710,6607,1
"Block Group 3, Census Tract 66.07, Norfolk city, Virginia",517100066073,54,0,17,0,9,0,689,51,710,6607,3
"Block Group 3, Census Tract 9601, Norton city, Virginia",517209601003,113,270,55,88,26,0,506,51,720,960100,3
"Block Group 2, Census Tract 8101, Petersburg city, Virginia",517308101002,524,264,64,10,130,51,493,51,730,810100,2
"Block Group 2, Census Tract 8103, Petersburg city, Virginia",517308103002,105,75,51,9,27,0,711,51,730,810300,2
"Block Group 2, Census Tract 8104, Petersburg city, Virginia",517308104002,99,102,25,71,50,18,421,51,730,810400,2
"Block Group 3, Census Tract 8105, Petersburg city, Virginia",517308105003,88,123,40,283,187,147,619,51,730,810500,3
"Block Group 2, Census Tract 8106, Petersburg city, Virginia",517308106002,59,87,0,129,12,0,118,51,730,810600,2
"Block Group 1, Census Tract 8109, Petersburg city, Virginia",517308109001,140,93,127,96,22,0,509,51,730,810900,1
"Block Group 1, Census Tract 8110, Petersburg city, Virginia",517308110001,39,142,85,49,201,230,1377,51,730,811000,1
"Block Group 1, Census Tract 8111, Petersburg city, Virginia",517308111001,5,83,34,0,10,0,406,51,730,811100,1
"Block Group 1, Census Tract 8112, Petersburg city, Virginia",517308112001,304,171,37,15,53,50,1196,51,730,811200,1
"Block Group 1, Census Tract 8113, Petersburg city, Virginia",517308113001,108,337,62,84,11,0,510,51,730,811300,1
"Block Group 4, Census Tract 8113, Petersburg city, Virginia",517308113004,62,16,0,119,0,6,148,51,730,811300,4
"Block Group 1, Census Tract 3402, Poquoson city, Virginia",517353402001,0,14,0,0,0,0,922,51,735,340200,1
"Block Group 3, Census Tract 3402, Poquoson city, Virginia",517353402003,18,45,47,97,39,0,996,51,735,340200,3
"Block Group 1, Census Tract 3403, Poquoson city, Virginia",517353403001,12,169,155,0,34,23,772,51,735,340300,1
"Block Group 0, Census Tract 9901, Poquoson city, Virginia",517359901000,0,0,0,0,0,0,0,51,735,990100,0
"Block Group 1, Census Tract 2115, Portsmouth city, Virginia",517402115001,8,9,5,38,278,19,283,51,740,211500,1
"Block Group 2, Census Tract 2116, Portsmouth city, Virginia",517402116002,65,3,7,8,11,8,634,51,740,211600,2
"Block Group 5, Census Tract 2116, Portsmouth city, Virginia",517402116005,0,43,259,57,24,29,547,51,740,211600,5
"Block Group 3, Census Tract 2117, Portsmouth city, Virginia",517402117003,110,12,129,11,225,0,170,51,740,211700,3
"Block Group 3, Census Tract 2118, Portsmouth city, Virginia",517402118003,279,188,0,79,143,29,468,51,740,211800,3
"Block Group 2, Census Tract 2119, Portsmouth city, Virginia",517402119002,29,64,0,0,64,41,413,51,740,211900,2
"Block Group 1, Census Tract 2121, Portsmouth city, Virginia",517402121001,73,117,27,0,25,17,23,51,740,212100,1
"Block Group 2, Census Tract 2123, Portsmouth city, Virginia",517402123002,56,32,0,295,0,33,713,51,740,212300,2
"Block Group 4, Census Tract 2123, Portsmouth city, Virginia",517402123004,46,80,26,98,0,65,286,51,740,212300,4
"Block Group 3, Census Tract 2124, Portsmouth city, Virginia",517402124003,236,415,0,82,370,0,263,51,740,212400,3
"Block Group 2, Census Tract 2126, Portsmouth city, Virginia",517402126002,0,0,0,10,187,0,418,51,740,212600,2
"Block Group 2, Census Tract 2127.01, Portsmouth city, Virginia",517402127012,0,78,21,26,164,64,512,51,740,212701,2
"Block Group 1, Census Tract 2127.02, Portsmouth city, Virginia",517402127021,0,31,29,12,210,18,1032,51,740,212702,1
"Block Group 2, Census Tract 2128.01, Portsmouth city, Virginia",517402128012,234,32,405,40,0,146,778,51,740,212801,2
"Block Group 2, Census Tract 2128.02, Portsmouth city, Virginia",517402128022,7,28,14,176,14,23,766,51,740,212802,2
"Block Group 3, Census Tract 2129, Portsmouth city, Virginia",517402129003,61,46,34,61,97,0,957,51,740,212900,3
"Block Group 4, Census Tract 2131.03, Portsmouth city, Virginia",517402131034,0,659,20,0,0,21,1372,51,740,213103,4
"Block Group 2, Census Tract 2131.04, Portsmouth city, Virginia",517402131042,0,0,0,0,0,39,1498,51,740,213104,2
"Block Group 1, Census Tract 9801, Portsmouth city, Virginia",517409801001,0,0,0,0,0,0,0,51,740,980100,1
"Block Group 2, Census Tract 1005, Arlington County, Virginia",510131005002,7,0,7,0,8,0,740,51,13,100500,2
"Block Group 1, Census Tract 1006, Arlington County, Virginia",510131006001,28,18,71,0,11,0,1089,51,13,100600,1
"Block Group 1, Census Tract 1007, Arlington County, Virginia",510131007001,55,0,0,52,125,51,1046,51,13,100700,1
"Block Group 4, Census Tract 1007, Arlington County, Virginia",510131007004,21,7,0,38,0,0,1126,51,13,100700,4
"Block Group 1, Census Tract 1008, Arlington County, Virginia",510131008001,39,7,81,15,0,14,594,51,13,100800,1
"Block Group 2, Census Tract 1009, Arlington County, Virginia",510131009002,0,27,4,0,0,0,605,51,13,100900,2
"Block Group 1, Census Tract 1013, Arlington County, Virginia",510131013001,14,5,0,0,1,0,1135,51,13,101300,1
"Block Group 4, Census Tract 1013, Arlington County, Virginia",510131013004,78,14,41,0,0,49,1526,51,13,101300,4
"Block Group 1, Census Tract 1014.01, Arlington County, Virginia",510131014011,61,30,25,12,50,5,1353,51,13,101401,1
"Block Group 1, Census Tract 1014.05, Arlington County, Virginia",510131014051,0,0,0,0,177,0,863,51,13,101405,1
"Block Group 2, Census Tract 1014.06, Arlington County, Virginia",510131014062,83,83,0,0,13,0,1456,51,13,101406,2
"Block Group 2, Census Tract 1014.07, Arlington County, Virginia",510131014072,38,0,0,0,0,0,616,51,13,101407,2
"Block Group 2, Census Tract 1014.08, Arlington County, Virginia",510131014082,0,0,0,0,0,0,0,51,13,101408,2
