NAME,GEO_ID,C17002_002E,C17002_003E,C17002_004E,C17002_005E,C17002_006E,C17002_007E,C17002_008E,state,county,tract,block group
"Block Group 1, Census Tract 320.01, Newport News city, Virginia",517000320011,30,9,0,18,0,38,1164,51,700,32001,1
"Block Group 1, Census Tract 320.02, Newport News city, Virginia",517000320021,17,18,0,14,369,0,288,51,700,32002,1
"Block Group 2, Census Tract 320.02, Newport News city, Virginia",517000320022,2,3,1,0,147,45,968,51,700,32002,2
"Block Group 4, Census Tract 320.02, Newport News city, Virginia",517000320024,150,0,50,15,0,108,2004,51,700,32002,4
"Block Group 1, Census Tract 320.05, Newport News city, Virginia",517000320051,0,0,39,89,80,0,1156,51,700,32005,1
"Block Group 1, Census Tract 320.06, Newport News city, Virginia",517000320061,227,521,141,124,354,109,858,51,700,32006,1
"Block Group 2, Census Tract 320.06, Newport News city, Virginia",517000320062,337,319,32,31,56,19,933,51,700,32006,2
"Block Group 1, Census Tract 320.07, Newport News city, Virginia",517000320071,6,159,38,24,23,57,798,51,700,32007,1
"Block Group 2, Census Tract 320.07, Newport News city, Virginia",517000320072,45,0,7,0,0,8,408,51,700,32007,2
"Block Group 1, Census Tract 321.13, Newport News city, Virginia",517000321131,45,65,77,64,56,28,736,51,700,32113,1
"Block Group 2, Census Tract 321.13, Newport News city, Virginia",517000321132,111,136,38,28,44,207,880,51,700,32113,2
"Block Group 1, Census Tract 321.14, Newport News city, Virginia",517000321141,33,89,29,104,55,52,1451,51,700,32114,1
"Block Group 1, Census Tract 321.17, Newport News city, Virginia",517000321171,52,29,205,0,161,1,1298,51,700,32117,1
"Block Group 3, Census Tract 321.17, Newport News city, Virginia",517000321173,0,61,0,37,0,249,311,51,700,32117,3
"Block Group 1, Census Tract 321.23, Newport News city, Virginia",517000321231,87,29,50,256,108,0,387,51,700,32123,1
"Block Group 3, Census Tract 321.23, Newport News city, Virginia",517000321233,64,126,0,137,72,146,1408,51,700,32123,3
"Block Group 1, Census Tract 321.24, Newport News city, Virginia",517000321241,161,56,0,71,330,239,1652,51,700,32124,1
"Block Group 1, Census Tract 321.26, Newport News city, Virginia",517000321261,842,91,56,177,132,120,563,51,700,32126,1
"Block Group 2, Census Tract 321.26, Newport News city, Virginia",517000321262,516,46,190,82,338,102,875,51,700,32126,2
"Block Group 1, Census Tract 321.28, Newport News city, Virginia",517000321281,341,446,66,129,347,0,697,51,700,32128,1
"Block Group 2, Census Tract 321.28, Newport News city, Virginia",517000321282,8,0,48,9,21,0,467,51,700,32128,2
"Block Group 3, Census Tract 321.28, Newport News city, Virginia",517000321283,92,30,0,0,37,7,992,51,700,32128,3
"Block Group 1, Census Tract 321.29, Newport News city, Virginia",517000321291,0,191,13,0,23,5,971,51,700,32129,1
"Block Group 2, Census Tract 321.29, Newport News city, Virginia",517000321292,253,102,26,23,248,315,1189,51,700,32129,2
"Block Group 1, Census Tract 321.30, Newport News city, Virginia",517000321301,55,38,0,29,36,40,1694,51,700,32130,1
"Block Group 2, Census Tract 321.30, Newport News city, Virginia",517000321302,0,179,35,0,0,23,1391,51,700,32130,2
"Block Group 3, Census Tract 321.30, Newport News city, Virginia",517000321303,127,0,49,75,18,67,1325,51,700,32130,3
"Block Group 1, Census Tract 321.31, Newport News city, Virginia",517000321311,59,23,2,0,44,8,509,51,700,32131,1
"Block Group 2, Census Tract 321.31, Newport News city, Virginia",517000321312,0,0,0,0,45,74,1206,51,700,32131,2
"Block Group 3, Census Tract 321.31, Newport News city, Virginia",517000321313,35,285,75,5,166,0,620,51,700,32131,3
"Block Group 4, Census Tract 321.31, Newport News city, Virginia",517000321314,50,51,0,153,7,104,1090,51,700,32131,4
"Block Group 1, Census Tract 321.32, Newport News city, Virginia",517000321321,52,0,0,13,245,0,778,51,700,32132,1
"Block Group 2, Census Tract 321.32, Newport News city, Virginia",517000321322,34,163,0,0,18,0,724,51,700,32132,2
"Block Group 4, Census Tract 321.32, Newport News city, Virginia",517000321324,81,0,0,42,12,20,570,51,700,32132,4
"Block Group 5, Census Tract 321.32, Newport News city, Virginia",517000321325,0,0,0,0,21,0,1052,51,700,32132,5
"Block Group 2, Census Tract 321.33, Newport News city, Virginia",517000321332,66,74,680,0,21,22,259,51,700,32133,2
"Block Group 1, Census Tract 321.34, Newport News city, Virginia",517000321341,165,19,18,7,156,0,411,51,700,32134,1
"Block Group 1, Census Tract 322.11, Newport News city, Virginia",517000322111,17,42,0,0,0,0,1066,51,700,32211,1
"Block Group 4, Census Tract 322.11, Newport News city, Virginia",517000322114,43,0,0,30,0,15,904,51,700,32211,4
"Block Group 1, Census Tract 322.12, Newport News city, Virginia",517000322121,110,113,171,170,140,0,807,51,700,32212,1
"Block Group 2, Census Tract 454.08, Virginia Beach city, Virginia",518100454082,33,0,67,20,291,0,1914,51,810,45408,2
"Block Group 3, Census Tract 454.08, Virginia Beach city, Virginia",518100454083,0,37,14,0,0,0,444,51,810,45408,3
"Block Group 1, Census Tract 454.12, Virginia Beach city, Virginia",518100454121,94,25,6,4,38,12,1461,51,810,45412,1
"Block Group 1, Census Tract 454.14, Virginia Beach city, Virginia",518100454141,43,0,0,14,41,0,377,51,810,45414,1
"Block Group 3, Census Tract 454.14, Virginia Beach city, Virginia",518100454143,4,22,21,0,35,25,550,51,810,45414,3
"Block Group 1, Census Tract 454.15, Virginia Beach city, Virginia",518100454151,13,295,40,122,163,0,818,51,810,45415,1
"Block Group 2, Census Tract 454.15, Virginia Beach city, Virginia",518100454152,11,83,50,3,25,0,506,51,810,45415,2
"Block Group 1, Census Tract 454.20, Virginia Beach city, Virginia",518100454201,22,412,8,66,53,26,2219,51,810,45420,1
"Block Group 2, Census Tract 454.20, Virginia Beach city, Virginia",518100454202,25,0,33,0,0,0,894,51,810,45420,2
"Block Group 3, Census Tract 454.20, Virginia Beach city, Virginia",518100454203,0,16,0,0,16,66,1687,51,810,45420,3
"Block Group 1, Census Tract 454.21, Virginia Beach city, Virginia",518100454211,0,50,0,55,20,0,1042,51,810,45421,1
"Block Group 2, Census Tract 454.21, Virginia Beach city, Virginia",518100454212,81,12,106,32,158,0,2013,51,810,45421,2
"Block Group 1, Census Tract 454.22, Virginia Beach city, Virginia",518100454221,0,112,7,60,41,6,1647,51,810,45422,1
"Block Group 2, Census Tract 454.22, Virginia Beach city, Virginia",518100454222,58,36,55,113,81,87,1816,51,810,45422,2
"Block Group 1, Census Tract 454.24, Virginia Beach city, Virginia",518100454241,73,9,102,143,198,0,1310,51,810,45424,1
"Block Group 2, Census Tract 454.24, Virginia Beach city, Virginia",518100454242,36,46,0,0,9,64,3687,51,810,45424,2
"Block Group 1, Census Tract 454.25, Virginia Beach city, Virginia",518100454251,45,235,131,41,23,73,1933,51,810,45425,1
"Block Group 2, Census Tract 454.25, Virginia Beach city, Virginia",518100454252,16,38,15,0,0,0,592,51,810,45425,2
"Block Group 1, Census Tract 454.26, Virginia Beach city, Virginia",518100454261,16,0,0,140,0,82,1671,51,810,45426,1
"Block Group 2, Census Tract 454.26, Virginia Beach city, Virginia",518100454262,120,0,23,103,41,0,1887,51,810,45426,2
"Block Group 1, Census Tract 454.27, Virginia Beach city, Virginia",518100454271,0,0,0,0,156,53,1142,51,810,45427,1
"Block Group 2, Census Tract 454.27, Virginia Beach city, Virginia",518100454272,32,0,95,0,85,0,756,51,810,45427,2
"Block Group 4, Census Tract 454.27, Virginia Beach city, Virginia",518100454274,78,0,19,0,175,96,1176,51,810,45427,4
"Block Group 1, Census Tract 454.28, Virginia Beach city, Virginia",518100454281,75,24,46,3,107,6,1050,51,810,45428,1
"Block Group 2, Census Tract 454.29, Virginia Beach city, Virginia",518100454292,296,233,1,2,17,100,1754,51,810,45429,2
"Block Group 1, Census Tract 454.30, Virginia Beach city, Virginia",518100454301,85,34,51,0,93,111,999,51,810,45430,1
"Block Group 3, Census Tract 454.30, Virginia Beach city, Virginia",518100454303,0,156,0,0,39,0,953,51,810,45430,3
"Block Group 1, Census Tract 454.31, Virginia Beach city, Virginia",518100454311,14,0,17,37,41,0,2216,51,810,45431,1
"Block Group 1, Census Tract 454.32, Virginia Beach city, Virginia",518100454321,1,0,9,68,70,0,1599,51,810,45432,1
"Block Group 2, Census Tract 454.32, Virginia Beach city, Virginia",518100454322,0,0,0,0,0,0,1421,51,810,45432,2
"Block Group 1, Census Tract 454.33, Virginia Beach city, Virginia",518100454331,0,0,32,0,181,0,1921,51,810,45433,1
"Block Group 2, Census Tract 454.33, Virginia Beach city, Virginia",518100454332,9,0,0,68,9,36,833,51,810,45433,2
"Block Group 2, Census Tract 454.34, Virginia Beach city, Virginia",518100454342,90,0,0,0,46,17,1836,51,810,45434,2
"Block Group 1, Census Tract 456.01, Virginia Beach city, Virginia",518100456011,20,0,0,0,0,0,685,51,810,45601,1
"Block Group 1, Census Tract 456.03, Virginia Beach city, Virginia",518100456031,7,13,5,32,75,83,444,51,810,45603,1
"Block Group 2, Census Tract 456.03, Virginia Beach city, Virginia",518100456032,9,50,27,29,27,60,862,51,810,45603,2
"Block Group 2, Census Tract 456.05, Virginia Beach city, Virginia",518100456052,0,44,0,0,35,93,775,51,810,45605,2
"Block Group 1, Census Tract 456.06, Virginia Beach city, Virginia",518100456061,79,100,476,0,0,32,759,51,810,45606,1
"Block Group 3, Census Tract 456.06, Virginia Beach city, Virginia",518100456063,11,91,119,36,170,35,961,51,810,45606,3
"Block Group 1, Census Tract 458.01, Virginia Beach city, Virginia",518100458011,79,22,65,0,40,21,1793,51,810,45801,1
"Block Group 1, Census Tract 1035.03, Arlington County, Virginia",510131035031,229,42,0,107,14,0,1432,51,13,103503,1
"Block Group 2, Census Tract 1035.03, Arlington County, Virginia",510131035032,19,58,79,0,38,0,1162,51,13,103503,2
"Block Group 4, Census Tract 1035.03, Arlington County, Virginia",510131035034,0,0,0,0,29,0,163,51,13,103503,4
"Block Group 5, Census Tract 1035.03, Arlington County, Virginia",510131035035,0,15,0,0,14,0,820,51,13,103503,5
"Block Group 2, Census Tract 1035.04, Arlington County, Virginia",510131035042,0,0,0,0,17,0,1659,51,13,103504,2
"Block Group 1, Census Tract 1035.05, Arlington County, Virginia",510131035051,147,66,0,0,0,0,571,51,13,103505,1
"Block Group 3, Census Tract 1035.05, Arlington County, Virginia",510131035053,170,0,12,0,0,0,895,51,13,103505,3
"Block Group 4, Census Tract 1035.05, Arlington County, Virginia",510131035054,0,0,0,0,0,0,0,51,13,103505,4
"Block Group 2, Census Tract 1036.01, Arlington County, Virginia",510131036012,11,11,25,0,0,0,627,51,13,103601,2
"Block Group 3, Census Tract 1036.01, Arlington County, Virginia",510131036013,35,0,4,0,3,6,1018,51,13,103601,3
"Block Group 2, Census Tract 1036.02, Arlington County, Virginia",510131036022,83,10,0,0,80,4,515,51,13,103602,2
"Block Group 1, Census Tract 1037, Arlington County, Virginia",510131037001,14,7,5,0,0,0,843,51,13,103700,1
"Block Group 1, Census Tract 1038, Arlington County, Virginia",510131038001,38,0,0,0,85,0,597,51,13,103800,1
"Block Group 2, Census Tract 1038, Arlington County, Virginia",510131038002,1,0,0,0,0,0,917,51,13,103800,2
"Block Group 4, Census Tract 1038, Arlington County, Virginia",510131038004,109,0,330,143,16,0,1396,51,13,103800,4
"Block Group 1, Census Tract 9801, Arlington County, Virginia",510139801001,0,0,0,0,0,0,0,51,13,980100,1
"Block Group 1, Census Tract 701, Augusta County, Virginia",510150701001,131,339,84,165,141,0,448,51,15,70100,1
"Block Group 2, Census Tract 701, Augusta County, Virginia",510150701002,18,52,28,26,121,16,316,51,15,70100,2
"Block Group 4, Census Tract 701, Augusta County, Virginia",510150701004,0,0,0,0,0,0,29,51,15,70100,4
"Block Group 1, Census Tract 702, Augusta County, Virginia",510150702001,22,9,0,8,76,13,1417,51,15,70200,1
"Block Group 2, Census Tract 702, Augusta County, Virginia",510150702002,27,0,65,15,32,10,829,51,15,70200,2
"Block Group 3, Census Tract 702, Augusta County, Virginia",510150702003,12,29,38,0,35,66,794,51,15,70200,3
"Block Group 1, Census Tract 703, Augusta County, Virginia",510150703001,66,56,104,31,84,207,1750,51,15,70300,1
"Block Group 3, Census Tract 703, Augusta County, Virginia",510150703003,0,0,0,0,0,0,210,51,15,70300,3
"Block Group 4, Census Tract 703, Augusta County, Virginia",510150703004,27,0,61,90,37,61,1714,51,15,70300,4
"Block Group 1, Census Tract 704, Augusta County, Virginia",510150704001,0,59,18,129,9,10,1616,51,15,70400,1
"Block Group 2, Census Tract 704, Augusta County, Virginia",510150704002,0,0,356,29,165,19,1223,51,15,70400,2
"Block Group 3, Census Tract 704, Augusta County, Virginia",510150704003,433,43,131,164,144,93,663,51,15,70400,3
"Block Group 1, Census Tract 705, Augusta County, Virginia",510150705001,0,105,14,0,94,0,536,51,15,70500,1
"Block Group 2, Census Tract 705, Augusta County, Virginia",510150705002,64,42,0,2,27,159,1157,51,15,70500,2
"Block Group 3, Census Tract 705, Augusta County, Virginia",510150705003,108,97,123,110,59,64,1200,51,15,70500,3
"Block Group 4, Census Tract 705, Augusta County, Virginia",510150705004,12,21,88,30,43,0,1099,51,15,70500,4
"Block Group 1, Census Tract 706.01, Augusta County, Virginia",510150706011,89,24,0,122,0,0,1052,51,15,70601,1
"Block Group 1, Census Tract 706.02, Augusta County, Virginia",510150706021,59,128,71,68,248,0,428,51,15,70602,1
"Block Group 2, Census Tract 706.02, Augusta County, Virginia",510150706022,194,93,26,38,360,44,888,51,15,70602,2
"Block Group 2, Census Tract 706.03, Augusta County, Virginia",510150706032,12,41,31,282,170,0,1052,51,15,70603,2
"Block Group 1, Census Tract 707.01, Augusta County, Virginia",510150707011,0,0,17,0,0,0,1140,51,15,70701,1
"Block Group 3, Census Tract 707.01, Augusta County, Virginia",510150707013,29,86,0,0,132,17,667,51,15,70701,3
"Block Group 1, Census Tract 707.02, Augusta County, Virginia",510150707021,3,0,0,31,96,171,613,51,15,70702,1
"Block Group 1, Census Tract 708.01, Augusta County, Virginia",510150708011,0,17,0,60,166,42,1128,51,15,70801,1
"Block Group 2, Census Tract 708.01, Augusta County, Virginia",510150708012,14,3,0,0,13,0,1066,51,15,70801,2
"Block Group 2, Census Tract 4518, Fairfax County, Virginia",510594518002,56,6,0,0,15,11,1863,51,59,451800,2
"Block Group 2, Census Tract 4519, Fairfax County, Virginia",510594519002,14,0,111,0,14,233,1791,51,59,451900,2
"Block Group 1, Census Tract 4520, Fairfax County, Virginia",510594520001,59,106,11,69,42,27,2704,51,59,452000,1
"Block Group 1, Census Tract 4521.01, Fairfax County, Virginia",510594521011,134,13,0,0,0,0,888,51,59,452101,1
"Block Group 3, Census Tract 4521.01, Fairfax County, Virginia",510594521013,218,134,0,0,30,0,2031,51,59,452101,3
"Block Group 1, Census Tract 4521.02, Fairfax County, Virginia",510594521021,18,53,26,0,449,52,831,51,59,452102,1
"Block Group 2, Census Tract 4521.02, Fairfax County, Virginia",510594521022,48,0,62,13,209,0,1233,51,59,452102,2
"Block Group 1, Census Tract 4522, Fairfax County, Virginia",510594522001,124,158,101,245,28,146,1274,51,59,452200,1
"Block Group 2, Census Tract 4522, Fairfax County, Virginia",510594522002,0,57,132,0,194,0,1412,51,59,452200,2
"Block Group 3, Census Tract 4522, Fairfax County, Virginia",510594522003,133,6,1,0,31,46,687,51,59,452200,3
"Block Group 4, Census Tract 4522, Fairfax County, Virginia",510594522004,0,0,4,0,0,0,1008,51,59,452200,4
"Block Group 1, Census Tract 4523.01, Fairfax County, Virginia",510594523011,468,567,33,111,159,44,1112,51,59,452301,1
"Block Group 2, Census Tract 4523.01, Fairfax County, Virginia",510594523012,85,0,9,144,42,5,779,51,59,452301,2
"Block Group 1, Census Tract 4523.02, Fairfax County, Virginia",510594523021,17,273,486,254,250,162,1281,51,59,452302,1
"Block Group 2, Census Tract 4523.02, Fairfax County, Virginia",510594523022,197,52,64,30,47,38,1762,51,59,452302,2
"Block Group 1, Census Tract 4524, Fairfax County, Virginia",510594524001,0,0,0,113,55,29,1356,51,59,452400,1
"Block Group 2, Census Tract 4524, Fairfax County, Virginia",510594524002,0,14,0,55,0,0,1724,51,59,452400,2
"Block Group 3, Census Tract 4524, Fairfax County, Virginia",510594524003,0,0,0,0,0,0,1008,51,59,452400,3
"Block Group 5, Census Tract 4524, Fairfax County, Virginia",510594524005,0,55,0,0,78,0,1110,51,59,452400,5
"Block Group 1, Census Tract 4525.01, Fairfax County, Virginia",510594525011,0,9,36,12,0,45,1257,51,59,452501,1
"Block Group 3, Census Tract 4525.01, Fairfax County, Virginia",510594525013,0,0,71,9,88,0,731,51,59,452501,3
"Block Group 1, Census Tract 4525.02, Fairfax County, Virginia",510594525021,0,23,0,165,29,0,564,51,59,452502,1
"Block Group 3, Census Tract 4525.02, Fairfax County, Virginia",510594525023,65,199,200,224,120,55,895,51,59,452502,3
"Block Group 1, Census Tract 4526, Fairfax County, Virginia",510594526001,131,188,88,0,110,398,1908,51,59,452600,1
"Block Group 3, Census Tract 4526, Fairfax County, Virginia",510594526003,70,30,88,117,153,0,1605,51,59,452600,3
"Block Group 4, Census Tract 4526, Fairfax County, Virginia",510594526004,76,619,39,0,0,0,1162,51,59,452600,4
"Block Group 2, Census Tract 4527, Fairfax County, Virginia",510594527002,163,76,71,195,172,80,1708,51,59,452700,2
"Block Group 3, Census Tract 4527, Fairfax County, Virginia",510594527003,20,9,41,0,185,0,458,51,59,452700,3
"Block Group 2, Census Tract 4528.01, Fairfax County, Virginia",510594528012,680,126,0,0,109,0,1592,51,59,452801,2
"Block Group 3, Census Tract 4528.01, Fairfax County, Virginia",510594528013,50,170,0,154,50,0,855,51,59,452801,3
"Block Group 1, Census Tract 4528.02, Fairfax County, Virginia",510594528021,63,148,34,69,50,33,1012,51,59,452802,1
"Block Group 2, Census Tract 4528.02, Fairfax County, Virginia",510594528022,97,172,10,30,89,10,1060,51,59,452802,2
"Block Group 2, Census Tract 4601, Fairfax County, Virginia",510594601002,226,3,0,14,1,0,1584,51,59,460100,2
"Block Group 3, Census Tract 4601, Fairfax County, Virginia",510594601003,0,29,0,0,0,11,1050,51,59,460100,3
"Block Group 2, Census Tract 4602, Fairfax County, Virginia",510594602002,8,82,14,0,0,0,2004,51,59,460200,2
"Block Group 1, Census Tract 4603, Fairfax County, Virginia",510594603001,0,0,0,0,0,0,665,51,59,460300,1
"Block Group 1, Census Tract 4604, Fairfax County, Virginia",510594604001,15,109,58,0,21,0,1432,51,59,460400,1
"Block Group 3, Census Tract 4604, Fairfax County, Virginia",510594604003,0,0,0,0,0,0,1215,51,59,460400,3
"Block Group 1, Census Tract 4605.01, Fairfax County, Virginia",510594605011,49,38,10,0,7,46,2427,51,59,460501,1
"Block Group 2, Census Tract 4605.03, Fairfax County, Virginia",510594605032,76,61,0,108,0,0,2114,51,59,460503,2
"Block Group 1, Census Tract 4605.04, Fairfax County, Virginia",510594605041,49,0,29,0,59,0,1423,51,59,460504,1
"Block Group 1, Census Tract 2008.02, Henrico County, Virginia",510872008021,40,41,0,49,77,22,709,51,87,200802,1
"Block Group 2, Census Tract 2008.02, Henrico County, Virginia",510872008022,0,9,8,7,204,6,577,51,87,200802,2
"Block Group 2, Census Tract 2008.05, Henrico County, Virginia",510872008052,339,35,0,22,1180,24,401,51,87,200805,2
"Block Group 3, Census Tract 2008.05, Henrico County, Virginia",510872008053,808,201,91,0,0,0,78,51,87,200805,3
"Block Group 1, Census Tract 2008.06, Henrico County, Virginia",510872008061,150,0,15,0,330,0,1909,51,87,200806,1
"Block Group 1, Census Tract 2008.07, Henrico County, Virginia",510872008071,40,172,26,51,33,34,233,51,87,200807,1
"Block Group 3, Census Tract 2008.07, Henrico County, Virginia",510872008073,60,211,481,66,178,14,440,51,87,200807,3
"Block Group 4, Census Tract 2008.07, Henrico County, Virginia",510872008074,65,73,0,59,46,49,1800,51,87,200807,4
"Block Group 2, Census Tract 2009.04, Henrico County, Virginia",510872009042,12,27,33,7,189,28,2082,51,87,200904,2
"Block Group 3, Census Tract 2009.04, Henrico County, Virginia",510872009043,46,0,7,21,46,9,983,51,87,200904,3
"Block Group 1, Census Tract 2009.05, Henrico County, Virginia",510872009051,0,0,0,137,18,138,593,51,87,200905,1
"Block Group 2, Census Tract 2009.05, Henrico County, Virginia",510872009052,0,17,37,0,198,117,1063,51,87,200905,2
"Block Group 4, Census Tract 2009.05, Henrico County, Virginia",510872009054,13,28,19,212,17,0,1799,51,87,200905,4
"Block Group 1, Census Tract 2009.06, Henrico County, Virginia",510872009061,137,83,23,6,66,82,1648,51,87,200906,1
"Block Group 1, Census Tract 2009.07, Henrico County, Virginia",510872009071,14,47,0,0,0,0,684,51,87,200907,1
"Block Group 2, Census Tract 2009.07, Henrico County, Virginia",510872009072,1,30,1,1,0,0,388,51,87,200907,2
"Block Group 1, Census Tract 2009.08, Henrico County, Virginia",510872009081,33,90,0,191,0,0,1198,51,87,200908,1
"Block Group 2, Census Tract 2009.08, Henrico County, Virginia",510872009082,54,94,0,279,0,0,1219,51,87,200908,2
"Block Group 2, Census Tract 2010.01, Henrico County, Virginia",510872010012,0,0,0,33,58,68,2316,51,87,201001,2
"Block Group 1, Census Tract 2010.02, Henrico County, Virginia",510872010021,65,203,28,165,327,0,560,51,87,201002,1
"Block Group 2, Census Tract 2010.02, Henrico County, Virginia",510872010022,250,170,1,0,30,22,485,51,87,201002,2
"Block Group 1, Census Tract 2010.03, Henrico County, Virginia",510872010031,417,230,6,73,109,29,2328,51,87,201003,1
"Block Group 3, Census Tract 2010.03, Henrico County, Virginia",510872010033,80,48,17,0,51,74,517,51,87,201003,3
"Block Group 1, Census Tract 2011.02, Henrico County, Virginia",510872011021,33,227,72,20,80,188,714,51,87,201102,1
"Block Group 3, Census Tract 2011.02, Henrico County, Virginia",510872011023,0,43,0,0,35,15,574,51,87,201102,3
"Block Group 4, Census Tract 2011.02, Henrico County, Virginia",510872011024,0,53,17,0,21,0,622,51,87,201102,4
"Block Group 1, Census Tract 2011.03, Henrico County, Virginia",510872011031,74,75,0,133,143,95,333,51,87,201103,1
"Block Group 2, Census Tract 2011.03, Henrico County, Virginia",510872011032,90,0,46,324,101,16,1649,51,87,201103,2
"Block Group 1, Census Tract 2011.04, Henrico County, Virginia",510872011041,145,82,82,108,262,50,1455,51,87,201104,1
"Block Group 2, Census Tract 2011.04, Henrico County, Virginia",510872011042,5,0,7,6,131,0,691,51,87,201104,2
"Block Group 1, Census Tract 2012.03, Henrico County, Virginia",510872012031,177,163,0,19,18,0,322,51,87,201203,1
"Block Group 2, Census Tract 2012.03, Henrico County, Virginia",510872012032,29,3,24,5,198,150,1479,51,87,201203,2
"Block Group 1, Census Tract 2012.04, Henrico County, Virginia",510872012041,73,355,13,176,12,0,1187,51,87,201204,1
"Block Group 2, Census Tract 2012.04, Henrico County, Virginia",510872012042,317,101,0,0,0,41,536,51,87,201204,2
"Block Group 3, Census Tract 2012.04, Henrico County, Virginia",510872012043,57,0,15,39,203,0,700,51,87,201204,3
"Block Group 1, Census Tract 2012.05, Henrico County, Virginia",510872012051,92,497,0,180,71,24,754,51,87,201205,1
"Block Group 2, Census Tract 2012.05, Henrico County, Virginia",510872012052,117,34,0,0,64,0,638,51,87,201205,2
"Block Group 3, Census Tract 2012.05, Henrico County, Virginia",510872012053,0,47,0,0,69,96,778,51,87,201205,3
"Block Group 1, Census Tract 2012.06, Henrico County, Virginia",510872012061,104,41,114,91,162,13,594,51,87,201206,1
"Block Group 1, Census Tract 2014.03, Henrico County, Virginia",510872014031,13,9,0,0,0,0,343,51,87,201403,1
"Block Group 2, Census Tract 2014.03, Henrico County, Virginia",510872014032,94,0,0,12,0,61,568,51,87,201403,2
"Block Group 1, Census Tract 9004.10, Prince William County, Virginia",511539004101,328,45,63,0,199,305,1778,51,153,900410,1
"Block Group 3, Census Tract 9004.10, Prince William County, Virginia",511539004103,19,131,140,101,60,181,1703,51,153,900410,3
"Block Group 1, Census Tract 9005.02, Prince William County, Virginia",511539005021,0,0,0,0,98,18,305,51,153,900502,1
"Block Group 3, Census Tract 9005.02, Prince William County, Virginia",511539005023,0,0,0,0,228,0,1301,51,153,900502,3
"Block Group 4, Census Tract 9005.02, Prince William County, Virginia",511539005024,55,0,32,0,0,0,1440,51,153,900502,4
"Block Group 1, Census Tract 9005.03, Prince William County, Virginia",511539005031,110,0,17,288,178,14,2409,51,153,900503,1
"Block Group 1, Census Tract 9005.04, Prince William County, Virginia",511539005041,0,366,308,916,249,9,1629,51,153,900504,1
"Block Group 2, Census Tract 9005.04, Prince William County, Virginia",511539005042,120,0,166,10,40,0,792,51,153,900504,2
"Block Group 1, Census Tract 9006.01, Prince William County, Virginia",511539006011,190,174,0,0,136,0,579,51,153,900601,1
"Block Group 2, Census Tract 9006.01, Prince William County, Virginia",511539006012,0,5,242,583,0,200,947,51,153,900601,2
"Block Group 1, Census Tract 9006.02, Prince William County, Virginia",511539006021,61,427,230,137,0,42,518,51,153,900602,1
"Block Group 2, Census Tract 9006.02, Prince William County, Virginia",511539006022,100,27,0,280,161,0,691,51,153,900602,2
"Block Group 3, Census Tract 9006.02, Prince William County, Virginia",511539006023,0,0,127,178,337,0,657,51,153,900602,3
"Block Group 1, Census Tract 9007.01, Prince William County, Virginia",511539007011,0,56,364,0,47,500,915,51,153,900701,1
"Block Group 2, Census Tract 9007.01, Prince William County, Virginia",511539007012,31,0,0,278,74,0,524,51,153,900701,2
"Block Group 3, Census Tract 9007.01, Prince William County, Virginia",511539007013,171,49,0,8,0,0,1449,51,153,900701,3
"Block Group 4, Census Tract 9007.01, Prince William County, Virginia",511539007014,47,50,69,0,151,0,493,51,153,900701,4
"Block Group 5, Census Tract 9007.01, Prince William County, Virginia",511539007015,17,0,0,0,19,0,1452,51,153,900701,5
"Block Group 1, Census Tract 9007.02, Prince William County, Virginia",511539007021,35,422,38,31,0,29,1336,51,153,900702,1
"Block Group 2, Census Tract 9007.02, Prince William County, Virginia",511539007022,549,141,16,140,0,118,812,51,153,900702,2
"Block Group 3, Census Tract 9007.02, Prince William County, Virginia",511539007023,49,0,19,0,0,0,1302,51,153,900702,3
"Block Group 4, Census Tract 9007.02, Prince William County, Virginia",511539007024,105,0,48,0,305,102,992,51,153,900702,4
"Block Group 5, Census Tract 9007.02, Prince William County, Virginia",511539007025,0,0,0,0,0,0,1459,51,153,900702,5
"Block Group 1, Census Tract 9008.01, Prince William County, Virginia",511539008011,0,53,0,0,0,0,963,51,153,900801,1
"Block Group 2, Census Tract 9008.01, Prince William County, Virginia",511539008012,68,121,0,0,14,0,2470,51,153,900801,2
"Block Group 4, Census Tract 9008.01, Prince William County, Virginia",511539008014,62,49,0,0,62,0,1324,51,153,900801,4
"Block Group 1, Census Tract 9008.03, Prince William County, Virginia",511539008031,84,287,0,0,184,0,931,51,153,900803,1
"Block Group 3, Census Tract 9008.03, Prince William County, Virginia",511539008033,144,45,32,66,67,0,1397,51,153,900803,3
"Block Group 1, Census Tract 9008.04, Prince William County, Virginia",511539008041,1,351,30,248,42,0,3207,51,153,900804,1
"Block Group 1, Census Tract 9009.01, Prince William County, Virginia",511539009011,475,127,0,217,340,0,1213,51,153,900901,1
"Block Group 2, Census Tract 9009.01, Prince William County, Virginia",511539009012,37,0,296,0,0,0,1134,51,153,900901,2
"Block Group 4, Census Tract 9009.01, Prince William County, Virginia",511539009014,67,43,0,26,31,70,216,51,153,900901,4
"Block Group 1, Census Tract 9009.04, Prince William County, Virginia",511539009041,2,3,35,1,38,8,1575,51,153,900904,1
"Block Group 3, Census Tract 9009.04, Prince William County, Virginia",511539009043,241,220,114,0,37,11,2023,51,153,900904,3
"Block Group 4, Census Tract 9009.04, Prince William County, Virginia",511539009044,12,0,0,0,0,0,559,51,153,900904,4
